CVE ESTADO,CVE MUNICIPIO,Emisiones de   CO,,,,,,,,,,,,,,,,,,
,,Asados_al_carbon,Combustion_Agricola,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Incendios_en_construcciones,Incendios_Forestales,Ladrilleras,Quema_de_Residuos,Quemas_Agricolas,Rellenos_Sanitarios,Cruces_front,Embarcaciones_marinas,Equipo_basico_eropouertos,Locomotoras_patio,Locomotoras_arrastre,Maquinara_agricola,Terminales_autobuses,
14,082,14082,2.409422644,0.425180182,0.777494638,45.10273673,0.425131112,0.084272742,382.7944856,41.3784,0.147032685,385.2644822,0.146442061,0,0,0,0,3.577515567,3.503456147,0
14,083,14083,5.767815091,0.951848736,1.324162833,74.41723562,0.845406105,0.015560679,3315.28273,127.0908,2.432082441,1010.421081,0.417731418,0,0,0,0,8.598590047,8.381811512,0
14,084,14084,0.830835395,0,0.331658552,157.0874781,0.188947161,0.040747823,1017.871007,0,6.335875378,864.8246587,0.012437755,0,0,0,0,0,4.870910586,0
14,085,14085,0.998300654,0,0.627729301,115.7342199,0.23530102,0.056335575,320.2851313,0,3.808118224,398.6387099,0.12762596,0,0,0,0,0,5.658820216,0
14,086,14086,0.664668316,0,0.36675208,245.2382166,0.179234923,0.288368842,699.6564817,0,1.427262426,465.80127,0.082773891,0,0,0,0,0,3.051586629,0
14,087,14087,0.747751855,0,0.264437146,268.2780039,0.122727361,0.010415095,824.9692613,26.6004,4.490426172,260.9509544,0,0,0,0,0,0,2.000087997,0
14,088,14088,0.864588082,0,0.289645174,358.2463494,0.076814967,0.050996364,549.8498097,0,0.755395129,337.361304,0.17853248,0,0,0,0,0,4.345278746,0
14,089,14089,0,0,0.034104978,197.5920296,0.008829307,0.139095165,0,0,0.406924066,30.77238868,0.014810962,0,0,0,0,4.111004731,0.527861755,0
14,090,14090,0.249250618,0,0.118131735,57.76406428,0.06710273,0.065537342,0,17.7336,0.321463948,470.3104963,0,0,0,0,0,0,4.124530033,0
14,091,14091,1.080086013,0.017762883,0.612406775,235.1316994,0.402174915,0.02720137,33.64691704,41.3784,3.177621875,4300.49898,0.076559514,0,0,0,0,0,47.41121204,0
14,092,14092,0.166167079,0.158366798,0.089958057,86.083555,0.030461108,0.108162695,0,0,1.060273434,562.3003498,0,0,0,0,0,0,4.963652812,0
14,093,14093,7.799467266,0,2.615703513,304.8784484,2.855397747,0.615617995,0,32.5116,6.206914846,3564.133241,0.508708768,0,0,0,0,0,18.64215295,0
14,094,14094,2.609342411,0,1.280666629,240.4469315,0.83260361,0.072907278,1975.520516,26.6004,7.784267046,352.7231753,0.727123098,0,0,0,0,8.881025487,3.438340082,0
14,095,14095,0.581584776,0,0.149765337,159.8210766,0.028253781,0.14469054,11.95557995,0,0.17052897,622.7027136,0.01177804,0,0,0,0,3.546133852,323.6839697,0
14,096,14096,0.332334158,0,0.291622274,304.4089319,0.076373502,0.052863694,0,0,2.170602716,239.1930752,0,0,0,0,0,0,118.6595386,0
14,097,14097,0.032094488,0,6.940127121,41.18618776,3.603014966,0.027470869,652.973994,1049.284941,14.96076618,30.22066478,0,0,0,0,0,10.07353068,8.149974118,0
14,098,14098,0.033747853,0,12.62015058,234.3030125,9.425689577,0.056836282,0,92.636688,29.77260458,5.659187017,0,0,0,0,0,4.644493894,0.860353957,0
14,099,14099,0.083083539,1.249615106,0.109729059,678.0951078,0.021631801,0.058758837,5.951771307,0,1.336957388,247.2179394,0.044173712,0,0,0,0,0,3.84796511,0
14,100,14100,1.412420171,0,0.533322768,282.7056122,0.096239442,0.094861289,134.0926346,0,10.35154517,641.6961626,0.214877663,0,0,0,0,0,26.44862574,0
14,101,14101,0.021367774,0,8.065596782,501.7747984,4.534515148,741.9266109,0.300673436,348.1928183,28.0492447,3.479812853,1.307184287,0,0,0,0,0,2.142366722,0
14,102,14102,0.249250618,0,0.097866458,1213.768756,0.097563838,0.359161237,0,0,0.040653675,62.76162215,0.004537763,0,0,0,0,0,2.992015448,0
14,103,14103,0.332334158,0.040794182,0.132959986,50.4191963,0.049885582,0.047882945,0,0,0.205267782,327.3764891,0.027153431,0,0,0,0,3.263698412,2.654537977,0
14,104,14104,0,0,0.051404604,57.16607395,0.023397662,0.028549698,1278.921877,0,0.501795304,576.2104956,0.00772824,0,0,0,0,0,2.504168269,0
14,105,14105,0.698421004,0,0.296565024,63.31984399,0.131556668,0.136136032,0,44.334,1.922869005,1664.45353,0.054627234,0,0,0,0,0,7.903380612,0
14,106,14106,0.083083539,0.768174945,0.053875979,84.90990379,0.010595168,0.104682697,0,0,0.184332774,57.65912183,0,0,0,0,0,0,1.868514502,0
14,107,14107,0.166167079,0,0.084026757,70.21680874,0.019424474,0.570351454,202.4143314,0,0.111087224,98.43081806,0,0,0,0,0,0,2.839992797,0
14,108,14108,1.563009086,0,0.652443053,33.44370383,0.360235708,0.018522358,407.7169044,29.556,0.769163161,670.137637,0.133238689,0,0,0,0,12.70959478,6.974036007,0
14,109,14109,0.581584776,0,0.175467639,244.7358223,0.331981927,0.058678994,0,0,2.873380473,619.3462835,0.046985415,0,0,0,0,6.998122557,8.483791989,0
14,110,14110,0.864588082,0,0.182881765,123.1315019,0.095356511,0.129628804,0,5.9112,0.216969028,353.84429,0.051794407,0,0,0,0,0,5.1762209,0
14,111,14111,0.498501237,0,0.113188984,116.6076762,0.052534374,0.056591707,0,0,0.804671672,973.4628196,0.012256829,0,0,0,0,0,4.618442066,0
14,112,14112,0.083083539,0,0.148282512,9.26523697,0.096239442,0.091575428,15.4746054,0,0.21334692,23.8827617,0,0,0,0,0,0,1.350512742,0
14,113,14113,0.498501237,3.08164446,0.138891286,45.85834194,0.161134845,0.312661578,532.2780572,0,0.896953795,644.908308,0,0,0,0,0,0,7.670081155,0
14,114,14114,0.864588082,0,0.461652888,89.90069453,0.162459241,0.249150714,0,32.5116,0.306117017,548.1430029,0.015770147,0,0,0,0,0,4.568257373,0
14,115,14115,0.199919767,0,0.091935157,87.65680063,0.031785504,0.044797584,332.6137531,8.8668,1.270786963,431.0000765,0.001174635,0,0,0,0,0,2.182069519,0
14,116,14116,1.679845313,0.052823652,0.513057492,61.86447227,0.564634156,0.087393679,0,0,0.167613846,1544.724774,0.061775535,0,0,0,0,0,3.694310336,0
14,117,14117,0.249250618,0,0.068209956,232.0229467,0.015892752,0.016176571,0,0,0.914998579,592.378454,0.012626938,0,0,0,0,0,2.9070053,0
14,118,14118,1.57858725,0,0.549633845,145.4653851,0.271059712,0.067582047,0,141.8688,2.759215144,974.8500508,0.072214081,0,0,0,0,0,6.697214296,0
14,119,14119,1.163169552,0.290627737,0.424582259,248.8121483,0.41586034,0.043605515,0,5.9112,2.635822588,327.4698208,0.087552783,0,0,0,0,8.818262056,4.44213478,0
14,120,14120,0.071725158,0,34.50907016,1915.035355,8.128748922,0,8322.750364,139.258462,54.22785475,29.28779306,0.856417933,0,0,0,0,7.908192306,401.7457664,0
14,121,14121,1.19692224,0.059145751,0.630200676,94.55494628,0.359352778,0.279695774,173.6062124,0,0.364171694,614.2898416,0,0,0,0,0,5.805617368,9.807443616,0
14,122,14122,0.498501237,0,0.085509582,242.7009933,0.023397662,0.018672593,0,0,1.122133954,154.5845527,0,0,0,0,0,0,2.427915448,0
14,123,14123,0.249250618,0,0.103303483,176.4272248,0.099771164,0.0648513,0,14.778,0.56624264,1261.366209,0,0,0,0,0,0,7.422795606,0
14,124,14124,0.005790435,0,1.230380692,87.57667113,1.229068387,16.00888598,70.38988115,151.54824,34.35983873,72.00581791,0.03489235,0,0,0,0,0,11.38303315,0
14,125,14125,0.747751855,0,0.223412318,561.8706074,0.650278429,0.084385796,0,656.1432,1.430313983,0,0.042252258,0,0,0,0,0,0,0
15,001,15001,1.51466172,0.104163964,0.32328898,1878.203473,0.031827068,0.058469759,146.3437252,0,67.16325501,769.721561,0.272831767,0,0,0,0,0,11.69655735,0
15,002,15002,26.84258797,0.211294609,2.469014397,73.57887553,0.11544757,0.187807799,0,10.09311258,8.054324678,253.446256,0.523898406,0,0,0,0,7.750266029,1.785939318,0
15,003,15003,1.01184369,0,0.259898984,808.7674275,0.018185401,0.055221177,37.6934067,0,29.81175099,761.432726,0.199432513,0,0,0,0,0,10.01864684,0
15,004,15004,0.52494266,0.292404026,0.191145219,519.3687233,0.00138783,0.012143174,34.2552606,0,6.522963162,113.9567102,0,0,0,0,0,0,1.927400546,0
15,005,15005,11.57993584,0.312863891,0.948923526,2262.892731,0.029272966,0.17834577,71.70962164,1.68218543,151.2423242,958.3928546,0.600372191,0,0,0,0,5.212167212,11.11708458,0
15,006,15006,1.64868286,0,0.253247744,25.601386,0.058208532,0.010847523,0,0,0.108289292,8.882378737,0,0,0,0,0,0,0.323549461,0
15,007,15007,0.23811832,0,0.112151532,942.0000991,0.001513997,0.019942517,60.8565121,0,9.636070547,224.8073663,0,0,0,0,0,0,2.812950262,0
15,008,15008,0.90504062,0,0.232592524,1174.123719,0.004464194,0.015859737,26.61830891,0,25.14903938,115.7638413,0.051701169,0,0,0,0,0,0.202913669,0
15,009,15009,6.73352768,0,1.023870352,300.8534563,0.011931682,0.048530495,73.93851688,3.364370861,3.417366896,170.4737447,0.203104652,0,0,0,0,1.812927726,7.82901976,0
15,010,15010,3.14408501,0.021761857,0.681169945,51.5979142,0.032132232,0.033766965,0,0,3.913940762,214.5019842,0.073237526,0,0,0,0,2.084866885,2.541231667,0
15,011,15011,7.4411975,0.00758875,0.741006524,75.40255599,0.03132323,0.068215507,0,3.364370861,7.255562218,155.4458432,0.258143208,0,0,0,0,0,2.952034929,0
15,012,15012,1.51577591,0,0.316106372,48.21383884,0.034487868,0.011533178,0,0,0.222380746,14.90824272,0,0,0,0,0,0,0.501118155,0
15,013,15013,87.35010845,0,8.980322132,158.4382817,0.402789183,0.66659297,3.110118346,3.364370861,0.483916812,3.466284567,3.077727419,0,0,0,0,0,114.9984288,0
15,014,15014,8.62558147,0.093836382,2.08260518,947.8005063,0.15286794,0.103208772,232.2715024,0,28.93194895,583.6469118,0.450579706,0,0,0,0,3.716501838,23.06215513,0
15,015,15015,4.58791608,0,0.513143996,574.0482259,0.005062394,0.025962972,11.98083834,0,3.983644545,71.37453687,0.090230892,0,0,0,0,0.498555125,3.109485672,0
15,016,15016,2.71241597,0,0.363250343,126.1410185,0.015644213,0.031779988,289.5031734,1.68218543,5.934343006,412.9052651,0.120088965,0,0,0,0,8.702053085,10.55025672,0
15,017,15017,0.70432725,0,0.049561611,26.86007009,0.000883165,0.009622803,2.335985068,0,0.533338183,116.2385919,0,0,0,0,0,2.855361168,2.29213503,0
15,018,15018,6.18661956,0,0.585673182,99.65337157,0.026299446,0.059590449,3.533175193,97.56675495,2.184811168,331.2412313,0.21379201,0,0,0,0,0,2.624848504,0
15,019,15019,5.29335752,0,2.108181693,70.0132718,0.024673409,0.036080986,3.09182925,0,1.66751773,27.09741269,0.089834247,0,0,0,0,0,8.907585931,0
15,020,15020,48.95002761,0,5.854918595,82.69925894,0.072909278,0.381020204,80.25830143,1.68218543,0.094451802,3.886475076,0,0,0,0,0,0,2.320592101,0
15,021,15021,1.24868865,0.746738586,0.382778053,976.0255041,0.006837486,0.033530858,51.9459551,0,9.787964984,483.6588892,0.158524765,0,0,0,0,0,5.7659521,0
15,022,15022,1.83650346,0.001071353,0.205499362,25.26470563,0.006681547,0.015021892,0,0,0.485503939,18.96847694,0.067438653,0,0,0,0,0,33.57684132,0
15,023,15023,6.34817711,0,0.623146596,98.02227764,0.01447868,0.044381596,0,45.41900662,6.120636246,62.23955297,0,0,0,0,0,2.538098816,1.40065945,0
15,024,15024,24.2638748,0.024179841,2.44906887,36.43036116,0.12978032,0.194978682,0,0,0.544725225,344.8203222,0,0,0,0,0,3.489885872,50.87871726,0
15,025,15025,58.01014318,0.00159029,5.834973069,977.58549,0.195353815,0.396827042,64.3993641,119.2588705,18.18469105,161.6353263,0,0,0,0,0,7.523650063,2.70887185,0
15,026,15026,2.18285738,0,0.204798449,601.9013571,0.004053062,0.028063317,10.45321282,0,5.660691118,162.4583611,0.102538461,0,0,0,0,0,4.303423007,0
15,027,15027,1.75421257,0,0.145662783,18.46429399,0.002270995,0.01397789,0,0,0.412554795,23.61971323,0,0,0,0,0,0,0.386425243,0
15,028,15028,3.15713695,0.006765705,0.353579785,64.97855728,0.0253294,0.03074723,20.09448248,10.620456,5.282880559,73.38700958,0,0,0,0,0,2.764714782,3.521702897,0
15,029,15029,34.26182001,0.003459577,2.414617507,104.787821,0.066404346,0.254050937,0,8.548051019,2.747808756,136.9029576,1.038897106,0,0,0,0,0,0.72536724,0
15,030,15030,4.05039899,0.001210852,0.493198469,56.76034304,0.025071527,0.024525654,0,0,4.140546319,12.56387404,0,0,0,0,0,0,97.14409637,0
15,031,15031,111.8869598,0.00762595,10.05254527,381.5263329,0.191515832,0.768854954,0,6.728741721,11.85010277,0.408052618,1.538272693,0,0,0,0,2.58342201,0.153165194,0
15,032,15032,1.62369317,0,0.139457991,1389.366421,0.000756998,0.021061408,248.217502,0,27.26778637,231.8759831,0,0,0,0,0,0,3.107441287,0
15,033,15033,269.2405118,0,32.16246343,644.2692351,1.147799139,2.047156235,11.57384629,10.09311258,10.39718514,2.280104448,9.774143547,0,0,0,0,9.971102493,0.011341806,0
15,034,15034,1.18915907,0,0.189180295,301.7832498,0.002270995,0.007235195,3.09182925,0,6.111400045,41.45604218,0.019989939,0,0,0,0,0,0.726858122,0
15,035,15035,19.79851962,0.00753295,1.583553909,95.7212018,0.0832193,0.158045071,6.329971265,0,2.22344286,139.053507,0.634851687,0,0,0,0,5.076197633,1.270718017,0
15,036,15036,5.76529657,0,0.771227018,196.238048,0.0122141,0.047428361,2.318871938,0,19.00919431,222.0853425,0.1323777,0,0,0,0,0,5.429200847,0
15,037,15037,39.3706995,0,4.797201289,202.4307012,0.058022806,0.333455352,8.593975916,1.68218543,4.66614774,70.56837121,0,0,0,0,0,9.971102493,25.12171149,0
15,038,15038,0.37580037,0.00451047,0.10637614,97.03165282,0.000883165,0.012189725,20.96129292,0,1.786416279,42.74035214,0.041497827,0,0,0,0,0,15.73984415,0
15,039,15039,83.81382856,0.038571496,6.31729216,631.434296,0.198738891,0.595227969,239.795353,21.94363217,16.72357629,268.086873,0.555173144,0,0,0,0,0,2.196788088,0
15,040,15040,3.13135141,0.208737126,1.063001473,504.8263194,0.00979746,0.034992275,18.02005471,0,5.005396615,56.41030939,0.149687283,0,0,0,0,0,0.958820484,0
15,041,15041,0.1655368,0,0.057050996,342.0526574,0.000252333,0.004014624,19.1246234,0,8.45498209,19.69132932,0.017220191,0,0,0,0,0,2.589389776,0
15,042,15042,15.07642323,0.097649357,1.98703257,2562.494094,0.063153576,0.149767475,18.92531398,1.68218543,146.3266,779.7848411,0,0,0,0,0,13.77825072,9.87550924,0
15,043,15043,2.76621543,0,0.605014299,301.7835949,0.011592074,0.029004109,291.1896981,0,2.745732037,177.924082,0.146675641,0,0,0,0,0,0.87642043,0
15,044,15044,4.631847,0.003496777,0.389844378,13.48849238,0.010466716,0.033336984,0,0,1.203341103,14.71444232,0,0,0,0,0,0,11.99865571,0
15,045,15045,2.68153699,0,0.917204482,787.5951586,0.052923775,0.100856357,0,0,37.23311784,621.2153621,0.051044074,0,0,0,0,4.758935281,8.03965316,0
15,046,15046,1.40499359,0,0.169839179,78.92224329,0.004420676,0.01993126,53.10977012,0,1.022002392,27.89919295,0,0,0,0,0,0,0.270772272,0
15,047,15047,1.19711757,0,0.272576983,1122.797394,0.003784992,0.067105186,78.68463799,0,36.08788624,504.01998,0.240505119,0,0,0,0,0,7.908801986,0
15,048,15048,5.50855536,2.905830977,0.654379806,807.476869,0.050984145,0.066333456,61.39718852,0,24.80935425,610.7602525,2.467559559,0,0,0,0,1.767604533,7.53442928,0
15,049,15049,1.5582743,0,0.22674114,177.1878494,0.004753885,0.014587361,720.6839819,0,0.568626173,40.54620929,0.064450041,0,0,0,0,0,4.227874131,0
15,050,15050,4.01331238,0,0.322754881,105.4170422,0.005221193,0.025832616,24.93022087,1.68218543,1.723109677,169.0442155,0.084869934,0,0,0,0,0,3.435435213,0
15,051,15051,14.50213787,0.022598851,2.791769278,333.2243871,0.651687734,0.152033122,194.1547478,0,21.26439184,205.7734431,0,0,0,0,0,1.540988567,3.689675361,0
15,052,15052,1.43985182,0.088330819,1.083968933,654.7376352,0.008587247,0.027110159,3.864786563,0,3.015933716,114.5706317,0,0,0,0,0,0,2.024693949,0
15,053,15053,7.86204298,0.070865534,0.641278892,44.28064079,0.019354104,0.063234899,0,0,5.029766084,76.25771947,0,0,0,0,0,0,0.361973213,0
15,054,15054,37.43455562,0.059426609,8.742789045,223.3194735,0.139693575,0.270877458,0,407.046677,7.542671248,54.3160035,0,0,0,0,0,0,1.011001336,0
15,055,15055,1.76089771,0,0.264731531,12.8185147,0.006405061,0.012549101,0,0,0.250817518,21.50455987,0.042741691,0,0,0,0,0,0.237772101,0
15,056,15056,2.18285738,0.08056072,0.300371058,1080.812107,0.019363715,0.024443088,80.35354762,0,21.56180728,438.2469166,0.031742528,0,0,0,0,0,29.99763545,0
15,057,15057,138.8369875,0.009299939,19.93343814,304.0563155,0.974837676,1.062553648,23.68493261,3.364370861,10.73760964,48.94897575,0,0,0,0,0,3.897794611,47.24479834,0
15,058,15058,178.9207686,0,22.11596225,479.2626145,0.463227431,1.306172933,0,0,6.296499165,0,4.331415649,0,0,0,0,8.384790733,9.79595763,0
15,059,15059,4.94000012,0.02120386,0.531880702,55.79444781,0.008023731,0.046860178,0,0,7.352669988,494.589234,0,0,0,0,0,3.263269907,1.031702802,0
15,060,15060,61.4921461,0.0911394,4.73978235,574.5378499,0.128051035,0.481881153,197.0898265,6.728741721,33.60274825,248.9678301,0,0,0,0,0,0,3.429720673,0
15,061,15061,1.27638423,0,0.116046699,20.99109706,0.011880891,0.010663106,0,1.68218543,0.67127539,104.0200072,0.02957137,0,0,0,0,4.804258474,2.993397486,0
15,062,15062,8.74495897,0,2.370495585,209.2141823,0.08805052,0.067626502,64.90707972,0,5.742580144,81.47379583,0,0,0,0,0,6.390570234,8.542020848,0
15,063,15063,0.86142804,0,0.487127739,837.0132742,0.008453149,0.033171481,324.6478508,0,7.158797507,295.1277297,0,0,0,0,0,0,10.43357467,0
15,064,15064,1.0330133,0,0.361810593,672.1176055,0.010458251,0.032736445,12.8139044,0,15.40521268,333.6731238,0,0,0,0,0,5.348136792,4.914280023,0
15,065,15065,3.65008644,0,0.6539715,129.6889158,0.018229116,0.041327786,1.550192908,1.68218543,8.878107167,122.0456127,0.116105218,0,0,0,0,10.10707207,4.148435424,0
15,066,15066,0.24591765,0,0.057050996,153.3003234,0.000630832,0.002610215,0,0,2.065282829,23.47554249,0.004765698,0,0,0,0,0,2.972575056,0
15,067,15067,7.05712029,0,0.843151795,656.0774552,0.056183343,0.076327773,0.772957313,0,21.21468754,123.404846,0.238957008,0,0,0,0,0,1.963990723,0
15,068,15068,3.4905981,0,0.691444913,254.1916088,0.020246119,0.026504084,0,35.32589404,3.45530803,75.98431391,0.092633848,0,0,0,0,1.994220499,12.73009208,0
15,069,15069,0.67440329,0,0.122090798,4.471288977,0.007383828,0.004558111,0,0,0.048400162,17.74304366,0.011856491,0,0,0,0,0,2.386554778,0
15,070,15070,47.68844619,0,4.919896497,166.7213938,0.2339747,0.343711395,0,1.68218543,7.399885552,8.544990507,0.91793618,0,0,0,0,4.305703349,7.336032169,0
15,071,15071,0.51841669,0,0.150673145,56.28906945,0.017241013,0.016427331,0,0,1.328775306,988.6467918,0.04870765,0,0,0,0,6.662509393,22.35642149,0
15,072,15072,1.52246105,0,0.229675758,21.7764336,0.018957449,0.013991713,0,0,0.177940596,42.98601401,0,0,0,0,0,0,5.568014241,0
15,073,15073,4.50180511,0,0.418251643,29.22146212,0.031915416,0.03250349,0,0,0.318633036,38.28391321,0.120428356,0,0,0,0,0,8.45580633,0
15,074,15074,8.64675108,0.11392425,0.742638185,3740.700289,0.01515364,0.112451227,64.16299519,0,188.8272999,532.3400414,0.565404947,0,0,0,0,2.946007555,16.70815573,0
15,075,15075,2.32770208,0.027620818,0.481110272,42.89229825,0.028727555,0.033062722,2.044288674,0,1.422909162,8.989352901,0.132076172,0,0,0,0,2.900684362,0.159370532,0
15,076,15076,12.56440229,0,1.856142769,114.4798953,0.123996366,0.082228662,0,1.68218543,3.822735761,14.58361169,0,0,0,0,0,0.906463863,0.258789686,0
15,077,15077,0.16744684,0,0.027794075,199.9302585,0.000553036,0.004123383,12.4941647,0,3.899373043,23.16634013,0.018001193,0,0,0,0,0,0.582826065,0
15,078,15078,0.13513533,0,0.052662458,175.9745453,0.002365359,0.008431183,28.3653187,0,3.914224316,6.627029912,0.030996343,0,0,0,0,0,2.567360783,0
15,079,15079,0.80476352,0,0.098498302,80.17105486,0.021353008,0.016304128,14.10467915,0,2.588463354,224.3763717,0.063486489,0,0,0,0,0,330.8605905,0
15,080,15080,0.61789794,0,0.212600295,1204.440773,0.001009331,0.014914163,44.90468051,0,39.56734157,100.0206397,0,0,0,0,0,0,14.33991884,0
15,081,15081,74.22845199,0.134849113,6.391030167,154.5326937,0.164099873,0.573613061,0,1.68218543,6.053506674,420.7594242,0,0,0,0,0,0,4.738313296,0
15,082,15082,5.00780654,0,1.322412842,1958.682156,0.018020302,0.06081712,157.8104548,3.364370861,24.2336441,93.79531708,0.252170333,0,0,0,0,0,0.376244661,0
15,083,15083,1.06659817,0,0.210939051,11.23430086,0.003247821,0.014458541,0,0,0.237757586,21.12606943,0.045951954,0,0,0,0,0,3.143552275,0
15,084,15084,5.06845031,0,0.459955926,119.677201,0.013260256,0.04553085,0,0,7.752518033,304.3808869,0.187086366,0,0,0,0,3.897794611,5.4909857,0
15,085,15085,4.70999947,0.071609529,0.547592043,1234.057307,0.075069396,0.05523421,94.08335127,0,46.71321521,482.0700728,0,0,0,0,0,10.51498081,17.90185338,0
15,086,15086,0.41559287,0,0.13116853,1313.255632,0.001484572,0.021912565,263.2814757,0,32.16351985,230.642191,0.130673271,0,0,0,0,0,8.132498806,0
15,087,15087,6.88760424,0.045114003,0.841338566,1994.380451,0.020632906,0.095627492,10.15817964,0,36.55566583,217.3201,0,0,0,0,0,0,4.792478102,0
15,088,15088,7.84596681,0.106637748,1.843186041,1185.048338,0.03479213,0.099500257,68.77630106,0,22.93953623,157.5085174,0,0,0,0,0,0,5.657024162,0
15,089,15089,1.14904823,0,0.154728932,33.21351325,0.002144829,0.011859455,0,0,1.285635736,45.17433597,0,0,0,0,0,4.305703349,4.817458946,0
15,090,15090,11.49255151,0,2.199447586,617.2881933,0.060729083,0.090473264,208.0591725,5.046556291,7.372405027,214.7186831,0.146652626,0,0,0,0,0,4.169867355,0
15,091,15091,10.13483141,0.184975783,1.085520161,115.1490907,0.036835099,0.073624335,0,3.364370861,7.073596312,116.4351648,0.126860847,0,0,0,0,1.948897305,0.47878655,0
15,092,15092,7.58970311,0,1.316404738,56.82083647,0.041867785,0.066381333,0,0,4.082457788,101.8556423,0.254236732,0,0,0,0,0,2.505078815,0
15,093,15093,2.82606335,0.009667286,0.244786005,161.6951224,0.018414723,0.031676045,50.62271271,0,9.380099148,155.7323964,0.119913025,0,0,0,0,0,2.045280864,0
15,094,15094,2.79932279,0,0.526441013,196.9185792,0.004249219,0.017546091,0,0,3.340677306,42.5494534,0.100478732,0,0,0,0,4.03376419,1.031015032,0
15,095,15095,13.4769239,0.185905777,1.867626557,141.3742998,0.206269628,0.110687804,60.66992609,0,3.673736771,361.8479763,0.533117289,0,0,0,0,0,3.100092967,0
15,096,15096,5.29574507,0.037385754,0.581442313,107.7360736,0.018866036,0.043810944,0,0,7.029374003,259.5927929,0.170236409,0,0,0,0,5.801368723,2.759570473,0
15,097,15097,0.47814668,0,0.252584754,692.1156681,0.002270995,0.016342215,10.44348028,0,17.69829439,301.6112283,0.020705051,0,0,0,0,0,39.806831,0
15,098,15098,0.80428601,0,0.175278868,21.30691012,0.005725858,0.005437948,0,0,0.082435167,21.98349255,0,0,0,0,0,0,0.509360186,0
15,099,15099,37.72456336,0.216223577,5.658485381,471.3915864,0.134621159,0.271423498,334.7227984,1.68218543,18.07024209,961.319053,0.543414924,0,0,0,0,6.345247041,5.375378834,0
15,100,15100,6.65537521,0,0.493802879,44.49421536,0.030255722,0.046605485,0,0,6.948340054,10.23421224,0,0,0,0,0,0,1.115084886,0
15,101,15101,8.33907547,0,1.7969106,691.559752,0.12235954,0.074786693,255.4420566,1.68218543,15.86915689,231.0838206,0,0,0,0,0,0,6.821429212,0
15,102,15102,0.16744684,0,0.066315688,181.261093,0.007559561,0.017519649,7.149855141,0,4.413143333,120.3222943,0.067531164,0,0,0,0,0,219.2426852,0
15,103,15103,6.21909024,0,0.59836579,146.5288557,0.009757022,0.046397515,486.4408084,0,4.148656474,90.2487951,0.215785489,0,0,0,0,0,1.311411148,0
15,104,15104,118.5238713,0,16.4472019,285.5542698,1.143226759,0.926049362,41.82684292,1.68218543,0.469825956,1.330706412,3.961144107,0,0,0,0,7.659619642,0.01153404,0
15,105,15105,0.58606394,0,0.091671687,1615.784067,0.002144829,0.017646899,557.4696953,1.68218543,33.97134159,126.0020821,0.150367857,0,0,0,0,0,4.961384871,0
15,106,15106,136.4429116,0.104481092,22.100852,2534.986635,1.068531187,1.003398244,129.7425939,129.144745,101.4945817,457.8433444,0,0,0,496.625,10.3768489,10.65095039,258.7305697,7.697194644
15,107,15107,1.31967847,0.434260642,0.429101512,65.55314571,0.004753885,0.013098361,0,0,0.763558963,80.67980759,0.044791188,0,0,0,0,0,18.66970015,0
15,108,15108,23.843666,0.070679535,1.839219292,105.9091364,0.044295387,0.185906881,0,1.68218543,1.017565915,21.83759196,0.615789195,0,0,0,5.188424448,3.263269907,0.245340384,0
15,109,15109,86.80431452,0,7.292809721,195.7721635,0.549171602,0.641250025,65.00244304,0,2.242624669,31.94270583,0,0,0,0,0,2.492775623,0.188859228,0
15,110,15110,5.54309525,0.026742904,2.02799226,925.6877937,0.021082573,0.066448756,195.0497228,1.68218543,13.42774138,191.4736422,0.058708839,0,0,0,0,0,6.265041832,0
15,111,15111,1.09811383,0,0.167252067,2130.908149,0.004342753,0.040841351,116.3422328,0,63.24489793,867.6166246,0,0,0,0,0,0,6.842889699,0
15,112,15112,2.31369512,0,0.476879402,1084.994206,0.013687126,0.046147264,91.55081444,0,18.30833821,211.3093505,0.17524947,0,0,0,5.188424448,0,4.247078703,0
15,113,15113,3.13453481,0.166037387,0.478350663,972.8382516,0.009964065,0.068758098,42.21628656,1.68218543,7.636597689,29.38217183,0,0,0,0,0,0,0.884102492,0
15,114,15114,0.69191199,0.014267966,0.312073827,3259.586567,0.010729458,0.08358362,39.0283044,0,114.3327774,1139.743915,0.494134565,0,0,0,0,0,39.29013779,0
15,115,15115,5.76163566,0,0.849195894,212.0991096,0.018852016,0.050584459,8.134340878,16.92192656,8.426905291,41.21203894,0.205530261,0,0,0,0,0,0.636866978,0
15,116,15116,0.50440973,0,0.079968918,84.32738848,0.001929854,0.003920051,0,0,0.16933239,11.26408862,0.016332229,0,0,0,0,0,0.157973631,0
15,117,15117,0.49549621,0.353638543,0.202847988,591.7843567,0.00138783,0.007655685,0,0,15.49106733,102.3883688,0.070800508,0,0,0,0,0,128.9101089,0
15,118,15118,23.13472282,0,2.164391813,1217.194096,0.067227147,0.19108023,208.4579303,11.11607728,35.80756702,305.4134297,0.357550148,0,0,0,0,0,6.675523846,0
15,119,15119,0.70018883,0.276361631,0.08191938,631.5238643,0.001892496,0.014251143,3.900188789,0,5.956714388,34.48999202,0,0,0,0,0,0,0.99517407,0
