CVE ESTADO,CVE MUNICIPIO,Emisiones de Amoniaco,,,,,,,,,,,,,
,,Aplicacion_de_fertilizantes,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Emisiones_domesticas_de_amoniaco,Emisiones_Ganaderas,Incendios_Forestales,Ladrilleras,Quemas_Agricolas,Rellenos_Sanitarios,Cruces_front,Maquinara_agricola,Terminales_autobuses,
14,112,14112,3.251014952,0,0.065371938,0.006176654,9.302926282,39.46377,0.155242831,0,0.47761302,0,0,0.001145034,0
14,113,14113,91.20135957,0,0.341601807,0.010341645,6.940384286,210.67243,5.276224883,0,12.88885065,0,0,0.007580613,0
14,114,14114,92.14869568,0,0.666035073,0.010426645,21.21999439,259.4481,0,0.033264,10.96650102,0,0,0.00451497,0
14,115,14115,29.67789521,0,0.656714722,0.002039996,10.76824307,32.75475,3.336815341,0.009072,8.61419071,0,0,0.002156617,0
14,116,14116,58.30339505,0,0.453358022,0.036238258,25.49814819,133.18595,0,0,30.87469893,0,0,0.003651218,0
14,117,14117,47.39961985,0,1.740592712,0.001019998,15.98891014,75.97731,0,0,11.83869133,0,0,0.002873096,0
14,118,14118,29.28575868,0,1.080281941,0.01739663,29.85546231,234.9539,0,0.145152,19.48266728,0,0,0.00597397,0
14,119,14119,63.95900984,0,1.857401903,0.026689944,38.23450853,168.45931,0,0.006048,6.547502074,0,0,0.004390319,0
14,120,14120,86.26657815,0.008087783,0.007088115,0,1995.678038,1041.101764,83.49468664,0,0.374046465,0,0,0.250470775,0
14,121,14121,84.62466341,0,0.694019921,0.023063285,34.55100894,54.97404,1.741635357,0,12.29020649,0,0,0.008139396,0
14,122,14122,42.4378807,0,1.824245473,0.001501664,9.581642823,46.87084,0,0,3.089737725,0,0,0.002399595,0
14,123,14123,143.2285114,0,1.318410537,0.00640332,23.54401925,1823.10089,0,0.01512,25.21648982,0,0,0.007336212,0
14,124,14124,103.2475473,0.000121447,0.592392588,0,123.8428654,766.0894117,0.706158519,0,0.915015222,0,0,0.009845295,0
14,125,14125,0,0,0.001080001,0.041734913,101.1390271,0.7488,0,0.671328,0,0,0,0,0
15,001,15001,203.6661745,0,14.09994069,0.003020644,176.9886162,226.33501,1.468086009,0,15.38927684,0,0,0.010504764,0
15,002,15002,34.83925362,0.002783116,0.436043688,0.0109569,238.9279249,369.27347,0,0.010326693,5.066575222,0,0,0.001765107,0
15,003,15003,145.4652356,0,6.053879203,0.00172594,122.2836934,265.67212,0.37812316,0,15.22075992,0,0,0.009031158,0
15,004,15004,34.66566167,0,3.901064378,0.000131716,30.00967528,43.32865,0.343639712,0,2.278479778,0,0,0.001901416,0
15,005,15005,241.0317193,0.001069643,16.92581569,0.002778239,313.3614367,198.98294,0.719389904,0.001721115,19.16185523,0,0,0.010987408,0
15,006,15006,2.692331241,0.000285465,0.185440996,0.005524456,13.54824682,31.74643,0,0,0.17760178,0,0,0.000243663,0
15,007,15007,55.7301269,0,7.078041781,0.00014369,45.75030218,65.20647,0.610493619,0,4.495513827,0,0,0.002719435,0
15,008,15008,108.7717559,0,8.824320154,0.000423688,51.83137237,111.37809,0.267033416,0,2.313486872,0,0,0.000200547,0
15,009,15009,35.71122349,0.001154125,2.23013429,0.001132412,67.4833171,250.25909,0.741736151,0.003442231,3.407466157,0,0,0.005497647,0
15,010,15010,24.34648658,0.000767827,0.367391049,0.003049606,36.84077277,59.55676,0,0,4.288812733,0,0,0.002019885,0
15,011,15011,21.38464506,0.000835276,0.524298438,0.002972826,76.29965582,50.70929,0,0.003442231,3.107226934,0,0,0.002216517,0
15,012,15012,4.781677812,0.000356321,0.355504218,0.003273175,13.75391248,31.90711,0,0,0.298054839,0,0,0.000393011,0
15,013,15013,1.013774198,0.010122777,0.768938243,0.038227923,557.4482689,69.22858,0.031201027,0.003442231,0.069340671,0,0,0.070986203,0
15,014,15014,104.3189938,0,7.064236748,0.014508393,156.5691954,151.31533,2.330058343,0,11.66418831,0,0,0.015960849,0
15,015,15015,28.26642573,0.000578425,4.303816139,0.000480462,47.64170547,37.41449,0.120193001,0,1.426736302,0,0,0.002457188,0
15,016,15016,74.00443711,0.000409462,0.929496985,0.001484761,39.01815613,561.25758,2.900023741,0.001721115,8.264427889,0,0,0.008932698,0
15,017,15017,32.05741893,5.58667E-05,0.195022859,8.38194E-05,13.62583623,108.61714,0.023426455,0,2.323576627,0,0,0.002008576,0
15,018,15018,44.6239876,0.000660181,0.711436197,0.002496028,66.62790269,50.97904,0.035445176,0.099824694,6.620736071,0,0,0.002594231,0
15,019,15019,8.475010716,0.002376379,0.503660331,0.002341704,45.53081516,55.70856,0.031017549,0,0.541756822,0,0,0.005615675,0
15,020,15020,0.258577736,0.006599767,0.38313585,0.006919675,295.9948252,3.98557,0.804152247,0.001721115,0.077694597,0,0,0.001437256,0
15,021,15021,114.9833348,0,7.323850582,0.000648932,71.78324932,76.15411,0.521030702,0,9.673725267,0,0,0.005698695,0
15,022,15022,5.640202137,0.000231642,0.179868982,0.000634132,18.6426576,16.6409,0,0,0.379270985,0,0,0.020857739,0
15,023,15023,15.54492487,0.000702422,0.710174908,0.001374143,51.03878619,20.19917,0,0.046470116,1.244349514,0,0,0.001155701,0
15,024,15024,13.57474026,0.002760633,0.151642297,0.012317193,189.6349684,412.31085,0,0,6.891712273,0,0,0.031671967,0
15,025,15025,50.45311269,0.006577284,7.105142239,0.018540643,432.553588,954.41504,0.646056843,0.12201882,3.230982354,0,0,0.002677274,0
15,026,15026,40.60519082,0,4.513436395,0.000384668,67.93151595,270.27792,0.104867705,0,3.247834544,0,0,0.003422202,0
15,027,15027,4.823343886,0.000164194,0.130093703,0.000215536,14.40177066,44.51978,0,0,0.472109975,0,0,0.000325868,0
15,028,15028,7.711321743,0.000398561,0.469201475,0.002403963,35.32220014,245.85976,0.201589912,0.01086624,1.467092016,0,0,0.002309902,0
15,029,15029,21.1788046,0.002721799,0.62994824,0.006302305,208.7024779,93.03215,0,0.008745874,2.738260245,0,0,0.000716906,0
15,030,15030,1.685027938,0.000555942,0.411611302,0.002379489,31.461304,17.37414,0,0,0.251155718,0,0,0.059981401,0
15,031,15031,0.28812395,0.011331406,2.385038966,0.018176388,740.0001099,12.79966,0,0.006884462,0.00815628,0,0,0.000101821,0
15,032,15032,62.70590283,0,10.44362743,7.18452E-05,83.97626895,58.53233,2.485776069,0,4.636840483,0,0,0.003071194,0
15,033,15033,0.307835533,0.036254094,3.569442649,0.108935341,1378.62273,16.03094,0.116110015,0.010326693,0.045597122,0,0,0,0
15,034,15034,13.50841929,0.000213247,2.267209548,0.000215536,16.55366489,15.12137,0.031017549,0,0.828773162,0,0,0.00071838,0
15,035,15035,25.79807272,0.00178501,0.621098932,0.007898179,167.2151946,57.34593,0.063502922,0,2.780963324,0,0,0.001255896,0
15,036,15036,65.91018397,0.000869341,1.448620176,0.001159216,61.39221734,81.0424,0.023263161,0,4.444002109,0,0,0.005365871,0
15,037,15037,19.66406947,0.00540749,1.311535544,0.005506829,270.957291,54.2071,0.086215649,0.001721115,1.411097871,0,0,0.015826277,0
15,038,15038,11.77677044,0.000119909,0.722842812,8.38194E-05,22.69313661,137.60445,0.210285844,0,0.854941335,0,0,0.009832623,0
15,039,15039,56.16607512,0.007120963,4.378544097,0.018861914,570.6009104,120.52135,2.405569837,0.022451463,5.363781104,0,0,0.002157155,0
15,040,15040,17.34297423,0,3.775217015,0.000929858,53.14053207,42.71104,0.180776943,0,1.127574262,0,0,0.000947636,0
15,041,15041,10.11747792,0,2.571849723,2.39484E-05,15.67014529,33.50483,0.19185809,0,0.393608419,0,0,0.001850825,0
15,042,15042,189.0645458,0,19.19554124,0.005993781,374.2426001,203.82043,0.1898565,0.001721115,15.58473534,0,0,0.009760315,0
15,043,15043,34.79998478,0.000681983,2.253656737,0.001100181,39.69234842,46.45433,2.921223996,0,3.55947316,0,0,0.000862812,0
15,044,15044,1.188871008,0.000439439,0.080662177,0.000993375,32.71733775,533.2056,0,0,0.294125109,0,0,0.007424711,0
15,045,15045,152.6823002,0,5.864337945,0.005022891,192.3101298,1049.92589,0,0,12.41686659,0,0,0.007945874,0
15,046,15046,7.043895419,0.000191446,0.58105794,0.000419558,26.68573694,174.09678,0.53280267,0,0.557976594,0,0,0.000267614,0
15,047,15047,118.1046119,0,8.405294559,0.000359226,137.6195022,142.54389,0.789330434,0,10.07481806,0,0,0.007212668,0
15,048,15048,144.4188565,0,6.032205918,0.004838804,121.5430668,170.93728,0.615934515,0,12.2064211,0,0,0.007404424,0
15,049,15049,22.69521419,0,1.324703619,0.000451182,17.58949389,45.50735,7.212803855,0,0.810409968,0,0,0.002987264,0
15,050,15050,48.63105243,0.000363815,0.775967227,0.000495533,31.67338048,96.07828,0.250098343,0.001721115,3.379097813,0,0,0.003395362,0
15,051,15051,19.5362112,0.003146931,2.409560203,0.061850391,192.5434287,68.59161,1.947629401,0,4.112809776,0,0,0.003646637,0
15,052,15052,36.86431441,0,4.911335501,0.000814999,46.91943944,55.27358,0.038771936,0,2.290288001,0,0,0.002001077,0
15,053,15053,5.925468216,0.000722861,0.293355463,0.00183686,69.66122614,70.96774,0,0,1.524601936,0,0,0.000302338,0
15,054,15054,20.1618716,0.009855025,1.507410573,0.01325804,240.3031421,59.84722,0,0.416466758,1.085761318,0,0,0.000999208,0
15,055,15055,6.59374174,0.00029841,0.088115828,0.000607892,15.54434961,37.11255,0,0,0.429838382,0,0,0.000234999,0
15,056,15056,91.70335275,0,8.120384695,0.001837772,74.97312503,102.7554,0.806102463,0,8.763173819,0,0,0.0197783,0
15,057,15057,11.52395371,0.022469322,1.611199029,0.092519911,783.059051,15.44472,0.237609677,0.003442231,0.979268121,0,0,0.029278694,0
15,058,15058,0,0.024929501,2.786551646,0.043963997,939.4030176,8.35569,0,0,0,0,0,0.006045563,0
15,059,15059,19.8420171,0.000599545,0.390562844,0.000761516,50.72558195,69.75077,0,0,9.885005257,0,0,0.001019668,0
15,060,15060,64.04107288,0.005342766,4.01918863,0.01215307,435.1351072,79.4946,1.977212805,0.006884462,4.98017976,0,0,0.002839756,0
15,061,15061,21.34612964,0.00013081,0.151030132,0.001127592,12.07446543,182.98839,0,0.001721115,2.081824265,0,0,0.002415228,0
15,062,15062,26.56087507,0.002672064,1.532592016,0.0083567,82.11571584,65.97248,0.651053842,0,1.628796672,0,0,0.005738516,0
15,063,15063,87.52990357,0,6.281134689,0.000802272,59.32624794,89.80183,3.256829296,0,5.902154126,0,0,0.007676533,0
15,064,15064,76.81451873,0,5.035448373,0.000992572,87.14681205,72.32729,0.128538873,0,6.673577363,0,0,0.003979164,0
15,065,15065,24.8023424,0.000737168,0.950245403,0.001730089,44.77372975,529.18045,0.015549598,0.001721115,2.442475896,0,0,0.003372773,0
15,066,15066,8.414998707,0,1.151951264,5.9871E-05,7.50417557,42.07048,0,0,0.469276325,0,0,0.002851516,0
15,067,15067,38.42419195,0.000950416,4.890974505,0.00533225,131.0190403,45.34175,0.007754387,0,2.466298837,0,0,0.001941082,0
15,068,15068,23.93330253,0.000779409,1.895321979,0.001921519,43.05554482,24.50202,0,0.036143424,1.519144215,0,0,0.008353148,0
15,069,15069,1.866650056,0.000137623,0.030655559,0.000700785,4.761448928,8.12437,0,0,0.354760735,0,0,0.00150018,0
15,070,15070,1.319208388,0.005545794,1.036027921,0.022206075,308.2616265,12.55232,0,0.001721115,0.170954498,0,0,0.004556917,0
15,071,15071,68.39832522,0,0.412627096,0.00163631,25.17053703,985.47639,0,0,19.76036702,0,0,0.015123167,0
15,072,15072,14.38890089,0.000258895,0.155022644,0.001799214,16.78009392,38.85173,0,0,0.859220389,0,0,0.003726543,0
15,073,15073,13.89271892,0.000471461,0.199341286,0.003029029,34.43753264,37.25839,0,0,0.76523676,0,0,0.005484739,0
15,074,15074,180.0036552,0,28.09354693,0.001438202,426.1808861,221.07211,0.643664597,0,10.63890964,0,0,0.013640828,0
15,075,15075,2.991884958,0.000542316,0.3022645,0.002726475,32.95838556,832.33355,0.020491726,0,0.179747793,0,0,0.000157512,0
15,076,15076,5.677654897,0.002092277,0.810263791,0.011768249,90.71535133,33.8586,0,0.001721115,0.291615178,0,0,0.000255771,0
15,077,15077,12.45952339,0,1.501825745,5.24876E-05,13.74666329,32.1755,0.125334356,0,0.463252794,0,0,0.000401155,0
15,078,15078,2.714837495,0,1.318110173,0.000224492,14.32264909,42.08951,0.282958342,0,0.132444842,0,0,0.001940186,0
15,079,15079,47.14571627,0,0.593063149,0.002026572,29.49750142,151.31267,0.141495396,0,4.484973352,0,0,0.205090069,0
15,080,15080,40.5764479,0,9.054664534,9.57936E-05,65.46366147,170.63944,0.450488368,0,1.999363037,0,0,0.009665428,0
15,081,15081,35.98025943,0.007204082,0.803996486,0.015574394,472.6614579,240.69041,0,0.001721115,8.411542075,0,0,0.003848874,0
15,082,15082,71.70332473,0,14.69791666,0.001710271,150.9979383,214.04358,1.583137144,0.003442231,1.874481574,0,0,0.000371856,0
15,083,15083,6.069198362,0.000237774,0.074782554,0.000308244,15.75576116,483.45578,0,0,0.422281631,0,0,0.002031691,0
15,084,15084,62.71428558,0.00051847,0.872630104,0.001258505,49.37341178,109.61041,0,0,6.092006398,0,0,0.005222412,0
15,085,15085,130.0173571,0,9.248785209,0.007124688,140.2122645,181.89397,0.943839167,0,9.634582193,0,0,0.013545362,0
15,086,15086,77.78916087,0,9.870620914,0.000140898,77.91521662,71.46564,2.641229067,0,4.612991191,0,0,0.005421791,0
15,087,15087,74.29106443,0.000948372,14.96085434,0.001958228,185.1351077,111.59447,0.101907902,0,4.343039646,0,0,0.004402708,0
15,088,15088,44.08397178,0,8.854268297,0.003302052,161.6259735,119.21007,0.689949949,0,3.148706909,0,0,0.004430023,0
15,089,15089,13.17797845,0.000174413,0.240906722,0.000203561,15.92158196,39.25988,0,0,0.902984772,0,0,0.003182872,0
15,090,15090,77.29735933,0.002479256,4.591579137,0.005763677,117.0125428,107.40998,2.087159859,0.005163346,4.29159373,0,0,0.004121228,0
15,091,15091,9.165310841,0.001223617,0.82086277,0.003495946,84.14977578,364.80193,0,0.003442231,2.327589693,0,0,0.000473202,0
15,092,15092,21.38466189,0.001483875,0.385845554,0.003973588,67.79612178,388.03091,0,0,2.036231617,0,0,0.002034802,0
15,093,15093,26.62706872,0.000275927,1.196766772,0.001747705,43.35813021,614.67054,0.507843867,0,3.115272577,0,0,0.001775475,0
15,094,15094,19.88568392,0.000593414,1.469928394,0.000403285,31.35643814,38.96118,0,0,0.850661593,0,0,0.001018989,0
15,095,15095,55.74314413,0.002105221,0.992977478,0.019576641,125.1928275,120.73111,0.608646931,0,7.235333636,0,0,0.002928517,0
15,096,15096,43.68056983,0.000655412,0.78375166,0.001790538,46.72248005,135.26816,0,0,5.190065769,0,0,0.002551108,0
15,097,15097,54.14491161,0,5.200176119,0.000215536,37.63297066,73.0758,0.104765873,0,6.033549157,0,0,0.025523524,0
15,098,15098,8.156570595,0.000197577,0.156692508,0.00054343,6.464010161,28.86239,0,0,0.439438807,0,0,0.000453572,0
15,099,15099,63.68134355,0.006378344,3.369369481,0.012776627,269.0497248,436.22173,3.357956724,0.001721115,19.22624217,0,0,0.004423416,0
15,100,15100,3.75422488,0.000556623,0.305198544,0.002871511,53.41610198,24.06134,0,0,0.204625258,0,0,0.000756372,0
15,101,15101,61.8699958,0.002025509,5.160424651,0.011612901,105.9040769,58.44039,2.562616759,0.001721115,4.620973103,0,0,0.005033295,0
15,102,15102,35.58408417,0,1.352608639,0.000717463,26.07751325,85.80032,0.071728081,0,2.405652669,0,0,0.135947229,0
15,103,15103,22.93319643,0.000674488,1.068570451,0.00092602,59.0783845,43.90063,4.879948674,0,1.804207015,0,0,0.001226919,0
15,104,15104,0.401863949,0.018539575,1.567411053,0.108501385,709.3982507,4.4217,0.419151639,0.001721115,0.02662254,0,0,0,0
15,105,15105,97.78816697,0,12.14548122,0.000203561,73.81293583,198.69131,5.592593252,0.001721115,2.518187673,0,0,0.003350978,0
15,106,15106,140.9445678,0.024912469,18.45643054,0.101412177,872.4975042,85.05429,1.301565868,0.132133478,9.151815645,0,0,0.162482831,0.08035452
15,107,15107,24.62960368,0,0.483365447,0.000451182,15.66570426,46.12965,0,0,1.612387451,0,0,0.012003833,0
15,108,15108,1.929687787,0.0020732,0.680545455,0.004203987,175.3698033,20.56626,0,0.001721115,0.436541287,0,0,0.000187612,0
15,109,15109,3.354181433,0.008220583,1.068669312,0.052120788,546.5391636,10.38981,0.652111186,0,0.638478052,0,0,0.000186656,0
15,110,15110,34.34435189,0,6.918476455,0.002000905,97.26248386,44.43382,1.95341136,0.001721115,3.828890865,0,0,0.004565184,0
15,111,15111,193.7470032,0,16.01802237,0.000412162,126.3194301,122.82666,1.15264605,0,17.35455629,0,0,0.00676307,0
15,112,15112,57.24023894,0.000537547,8.140711202,0.001299018,106.7291478,290.26745,0.918451394,0,4.223899623,0,0,0.003748801,0
15,113,15113,13.72209872,0,7.277192306,0.00094567,106.2511589,32.78862,0.423427958,0.001721115,0.5872968,0,0,0.000855112,0
15,114,15114,273.3598895,0,24.48821356,0.001018312,345.8747849,175.65423,0.391261812,0,22.79721301,0,0,0.027938531,0
15,115,15115,12.3040825,0.000957229,1.564476055,0.001789207,67.56287202,34.18287,0.081604543,0.017313542,0.823634133,0,0,0.000629438,0
15,116,15116,2.977696129,0,0.632090851,0.000183159,5.490796624,39.69904,0,0,0.225146311,0,0,0.000156131,0
15,117,15117,38.55304529,0,4.446862931,0.000131716,42.2183077,62.26921,0,0,2.046458488,0,0,0.080371213,0
15,118,15118,102.8403341,0.00243974,9.040526321,0.006380395,244.7279061,166.58222,2.091162334,0.011373331,6.105308459,0,0,0.005695325,0
15,119,15119,13.51354178,0,4.746005955,0.000179613,33.04834019,56.49664,0.039118707,0,0.689336558,0,0,0.000983566,0
15,120,15120,93.70494524,0.003322026,1.302114555,0.005007101,218.9865394,591.52024,0,0.003442231,23.43865609,0,0,0.006158219,0
15,121,15121,10.76996451,0.012194615,1.518062912,0.062841703,551.4108436,78.73823,0,0,1.297056234,0,0,0.000540222,0
15,122,15122,3.553015812,0.007467745,1.334703955,0.013106721,407.388473,14.48203,0,0.001721115,0.060365288,0,0,0.002332755,0
15,123,15123,90.95594409,0,7.990773182,0.000490942,58.97845369,101.50806,1.22006476,0,3.128859003,0,0,0.00120518,0
15,124,15124,190.3538197,0,29.14711475,0.000184204,345.9584048,216.86672,1.04048897,0,19.41020513,0,0,0.010112961,0
15,125,15125,12.7722925,0.000156018,0.080404557,0.000339868,12.33617056,8.44784,0,0,3.888395584,0,0,0.000384036,0
16,001,16001,18.70618142,0,1.625086076,0.001368626,19.16328501,13.76065,0.404659847,0.073828475,2.236763049,0,0,0.001453865,0
16,002,16002,121.5924439,0,1.385530965,0.001931068,22.51479807,12.68628,4.510954887,0,4.364440885,0,0,0.005613211,0
16,003,16003,48.50426437,0,1.723043381,0.000884162,28.01381126,27.41538,0,0,7.038276698,0,0,0.002408406,0
16,004,16004,98.6002101,0,1.266492524,0.000699924,22.29772143,46.85503,0,0,23.22891081,0,0,0.004377142,0
16,005,16005,9.562898433,0,1.629349845,0.002093811,16.38565309,5.36182,0.350695222,0.005679113,1.087313423,0,0,0.00043333,0
16,006,16006,563.8868162,0,5.15018378,0.02521582,173.2299112,23.69608,0.507452201,0.01703734,10.68140614,0,0,0.009275473,0
16,007,16007,14.77916856,0,0.512396289,0.001404673,6.603120985,4.10177,0.120245938,0,2.081541517,0,0,0.000636033,0
16,008,16008,73.62934511,0,5.079739483,0.000236878,66.78803977,43.19023,0.905072257,0.011358227,8.212025103,0,0,0.015060506,0
16,009,16009,40.61501181,0,4.21526423,0.003038985,87.56103475,18.41059,2.066943127,0.005679113,3.257251418,0,0,0.007408375,0
16,010,16010,51.59738765,0,2.498049469,0.001610405,36.82158926,24.51162,2.450437625,0.039753794,4.252081437,0,0,0.002662087,0
16,011,16011,56.54981105,0,0.168067102,0.003898514,13.74772814,4.00958,0,0.005679113,14.6269054,0,0,0.003053193,0
16,012,16012,881.7877588,0,2.722139443,0.003151579,63.33159926,7.01081,0,0.005679113,8.349793637,0,0,0.00885375,0
16,013,16013,27.62672672,0,1.788282923,0.000210558,16.37866198,19.45786,0,0,2.213658069,0,0,0.00230362,0
16,014,16014,16.79332213,0,1.124191016,0.000726244,18.8334146,9.28055,0.395058482,0.005679113,4.158863183,0,0,0.005823952,0
16,015,16015,39.59143569,0,2.017296741,0.003628965,27.32362831,19.79872,1.342897009,0.011358227,3.419931957,0,0,0.004317071,0
16,016,16016,55.57059819,0,2.634555914,0.009253534,31.61817033,27.47811,1.397430774,0,8.888123746,0,0,0.004383859,0
16,017,16017,165.0370423,0,2.916933705,0.000991853,63.14915015,54.28054,0,0.022716454,28.78010361,0,0,0.006184796,0
16,018,16018,13.42453782,0,0.869749806,7.89592E-05,12.07885527,14.19766,0,0,1.488962891,0,0,0.000619355,0
16,019,16019,45.37912016,0,0.754072414,0.008791728,23.18079869,3.6144,0.302482795,0,7.229632335,0,0,0.003066022,0
16,020,16020,48.72123506,0,2.994051544,0.010088709,40.24735872,22.29234,0,0,3.883677718,0,0,0.002373276,0
16,021,16021,54.44255714,0,2.541112814,0.019184291,38.98392809,2.09333,0.177777224,0,6.86405134,0,0,0.002270415,0
16,022,16022,39.73051458,0.000199689,1.97215515,0.000810105,28.57881171,245.15092,0.83540852,0,4.95906444,0,0,0.001669511,0
16,023,16023,21.03628018,0,0.643220685,0.008645577,13.12289499,4.8806,0,0,4.157802295,0,0,0.001101813,0
16,024,16024,48.20546238,0,3.332416501,0.012397118,63.22226508,8.41007,0.44428064,0,6.19387264,0,0,0.001519333,0
16,025,16025,21.56895634,0,6.567326458,0.038266774,122.6185819,10.5504,2.154547209,0.062470248,2.571730092,0,0,0.001396511,0
16,026,16026,27.41321244,0,1.078788661,0.000210558,8.036875988,14.73205,0,0,1.787617041,0,0,0.005502652,0
16,027,16027,10.59624205,0,0.749339816,0.000131599,8.402127209,18.1265,0.03745369,0,1.386540951,0,0,0.000361863,0
16,028,16028,40.6353531,0,0.235735342,0.002782968,7.106983445,6.94224,0,0,8.093009607,0,0,0.002140046,0
16,029,16029,47.84358538,0,2.673006032,0.003017805,35.9230009,14.79739,0,0.051112021,2.47037843,0,0,0.002099483,0
16,030,16030,28.38717212,0,0.859089424,0.00895261,17.09853808,5.8714,0,0,4.526424832,0,0,0.00144413,0
16,031,16031,100.2571448,0,1.814104933,0.002438398,26.31253959,16.43047,0.23465255,0,16.25968377,0,0,0.003991508,0
16,032,16032,33.16093907,0,2.627425173,0.001386649,36.79538682,16.7043,3.5243539,0.096544929,4.043429489,0,0,0.001410095,0
16,033,16033,65.95025392,0,2.15819246,0.001494341,33.90446764,2.2098,1.63839183,0,6.968180664,0,0,0.003700225,0
16,034,16034,85.85480536,0,14.82368494,0.059444517,206.3492076,30.30181,3.438679446,0.772359432,13.00334524,0,0,0.003798879,0
16,035,16035,169.4132574,0,5.075306526,0.002297131,62.43049447,23.76101,11.40199977,0.005679113,5.112326706,0,0,0.004807227,0
16,036,16036,11.36420422,0,0.696970626,0.001134161,14.44237396,16.47381,0.681378,0,1.250604148,0,0,0.000561963,0
16,037,16037,37.32683765,0,1.236050286,0.001162893,11.93654838,7.68743,0,0,5.343950681,0,0,0.002448516,0
16,038,16038,75.36454442,0,5.158518626,0.005180925,64.19816386,29.37845,0,0.102224043,22.24185198,0,0,0.007508934,0
16,039,16039,13.8165446,0,0.980629226,0.000157918,14.61369541,8.15806,0.141933272,0,1.175246418,0,0,0.000780703,0
16,040,16040,49.76232303,0,1.656316122,0.002904974,23.48485346,15.41675,0.031017549,0.136298723,7.857207747,0,0,0.002444743,0
16,041,16041,29.15533581,0,1.552566969,0.004526993,23.45806366,2.58489,0.39146916,0.778038546,3.66475427,0,0,0.001424245,0
16,042,16042,32.39782139,0,0.701526968,0.000739365,16.24102175,8.373,0,0,5.771467617,0,0,0.002041751,0
16,043,16043,13.54873556,0.001441677,0.928202157,0.100047659,85.56783344,0.6416,0.39138892,0.039753794,1.245147033,0,0,0.001136151,0
16,044,16044,69.70316556,0,0.923313259,0.000792005,23.35016621,31.67317,0.101622592,0,12.68812299,0,0,0.0039903,0
16,045,16045,58.45959371,0,1.229176443,0.013468344,42.2959316,9.24519,0,0.034074681,10.41069911,0,0,0.002748685,0
16,046,16046,21.5812686,0,1.481338956,0.000289517,19.10884945,1.88109,0,0,0.654785341,0,0,0.001287009,0
16,047,16047,46.54869737,0,2.474779883,0.003206496,32.39935967,12.13016,0.099067169,0,3.197904371,0,0,0.002725026,0
16,048,16048,14.19678849,0,0.42726449,0.001270975,7.573037752,529.60334,0.687844897,0,1.245750592,0,0,0.000733913,0
16,049,16049,38.0207094,0,3.244798539,0.001018173,38.69592495,28.43014,0.649124261,0,4.257512687,0,0,0.002354938,0
16,050,16050,220.0807595,0,8.021748419,0.006238225,166.5420714,56.30101,0.233324001,0.011358227,32.85099918,0,0,0.009499103,0
16,051,16051,21.72874295,0,0.47981824,0.014137356,17.2775805,6.38881,0,0.005679113,2.886653816,0,0,0.001075211,0
16,052,16052,31.64303526,0,4.898047614,0.066341569,226.8981206,8.81676,0,0.034074681,9.334692773,0,0,0.003637305,0
16,053,16053,134.5132586,0.034630016,14.74707452,0.418408754,741.3101971,1361.16644,12.34146077,0.198768972,10.45493647,0,0,0.007066888,0.017979429
16,054,16054,30.07307622,0,1.118115708,0.000552714,13.90947297,53.18806,0,0,4.4705206,0,0,0.001158036,0
16,055,16055,400.435501,0,2.876265762,0.003312892,71.24568179,2.12684,0,0,6.347365486,0,0,0.005193296,0
16,056,16056,62.89287374,0,5.42668067,0.016929617,111.0732554,16.33015,0.063217612,0,7.10843631,0,0,0.002082691,0
16,057,16057,15.5074048,0,1.515989413,0.000623377,16.46328802,7.1664,0,0,2.186558444,0,0,0.001322553,0
16,058,16058,9.427671781,0,1.708806236,0.025414182,26.82583431,2.01415,0.035261698,0.068149362,0.638811432,0,0,0.00323186,0
16,059,16059,31.48350207,0,1.058554595,0.000105279,11.28457105,5.36433,1.05748413,0,5.391636328,0,0,0.002285885,0
16,060,16060,61.03505643,0,0.398005691,0.000689215,12.52359082,14.77551,0,0,14.85769085,0,0,0.002963576,0
16,061,16061,26.71981759,0,5.060649842,0.002816661,65.55396341,22.33065,0.195470177,0,3.38440911,0,0,0.00118045,0
16,062,16062,106.3112407,0,1.181218478,0.001849696,25.62549444,230.1769,0,0,24.42460995,0,0,0.005404512,0
16,063,16063,54.58465955,0,1.629715015,0.002491038,26.05944434,47.0988,0.055014622,0,8.694123924,0,0,0.002801134,0
16,064,16064,416.6645664,0,2.773558201,0.000673604,54.84636048,16.79876,0,0,9.652822101,0,0,0.005557611,0
16,065,16065,64.17001877,0,5.223697887,0.031873832,109.1661721,4.62792,0.321681082,0.005679113,7.612840503,0,0,0.002260604,0
16,066,16066,37.77305379,0,7.02488562,0.024146675,159.8176659,31.19792,4.088517572,0.011358227,3.995550247,0,0,0.001488957,0
16,067,16067,140.2151702,0,1.775422937,0.000579034,27.18961594,25.47244,0,0,33.53257283,0,0,0.007115941,0
16,068,16068,10.80518073,0,1.350545083,0.001491928,35.60684521,0.6554,2.178753272,0,1.65013506,0,0,0.006033274,0
16,069,16069,98.31958353,0.003404896,1.094898086,0.065426364,127.8225753,58.25876,0,0,20.96013175,0,0,0.005100415,0
16,070,16070,12.49362405,0,0.287136834,0.036667364,18.61706558,34.02581,0.663399082,0.005679113,0.860553285,0,0,0.000810791,0
16,071,16071,136.750886,0,5.168879634,0.00655204,103.0412451,55.97897,0.203815803,0,29.52084083,0,0,0.007082736,0
