CVE ESTADO,CVE MUNICIPIO,Suma de   SO2,,,,,,,,,,,,,,,,,
,,Asados_al_carbon,Combustion_Agricola,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Incendios_Forestales,Ladrilleras,Quema_de_Residuos,Quemas_Agricolas,Rellenos_Sanitarios,Cruces_front,Embarcaciones_marinas,Equipo_basico_eropouertos,Locomotoras_patio,Locomotoras_arrastre,Maquinara_agricola,Terminales_autobuses,
13,035,13035,0,4.472022703,0.001170676,0.616514066,0.000792079,0.145860388,0,0.006191548,6.972031698,0,0,0,0,0,,0.252301088,0
13,036,13036,0,0.903951892,0.002085267,0.578335923,0.00060006,0,0,0.006201079,0.913630279,0,0,0,0,0,,0.095365152,0
13,037,13037,0,6.519471903,0.002670605,1.283163164,0.001008101,0.014268072,0,0.021835585,2.416470547,0,0,0,0,0,,0.238906288,0
13,038,13038,0,1.282039469,0.001792598,0.506804349,0.000120012,0.064881525,0,0.00398016,0.8741439,0,0,0,0,0,,0.143379422,0
13,039,13039,0,0.064686864,0.007975231,0.776778355,0.002472247,0.029211344,0,0.00337387,0.214864315,0,0,0,0,0,,0.018319169,0
13,040,13040,0,0.019280167,0.000731673,0.600991085,0.000288029,0,0,0.028058015,0.595114758,0,0,0,0,0,,0.069659431,0
13,041,13041,0,8.183171284,0.015145622,2.508220035,0.006504649,0,0,0.010484682,13.09185321,0,0,0,0,0,,0.3110732,0
13,042,13042,0,0.000655205,0.002597438,0.702729541,0.000936093,0,0,0.022679714,0.31690765,0,0,0,0,0,,0.100630862,0
13,043,13043,0,0.051231852,0.000914591,0.446810126,0.000336034,0,0,0.029969131,0.195049657,0,0,0,0,0,,0.021192256,0
13,044,13044,0,6.187266001,0.001426762,1.03752248,0.000480048,0,0.0042,0.00913646,6.251051042,0,0,0,0,0,,0.28632841,0
13,045,13045,0,1.86286023,0.000987758,0.501560099,0.000528053,0.007134036,0,0.0059627,0.558618063,0,0,0,0,0,,0.092784411,0
13,046,13046,0,1.417916639,0.008084982,2.018407057,0.00631263,0,0,0.062857691,2.236359184,0,0,0,0,0,,0.334125845,0
13,047,13047,0,0.244637683,0.000365836,0.312557318,0.000216022,0,0,0.002144176,0.260913059,0,0,0,0,0,,0.029070599,0
13,048,13048,0,2.079264606,0.132469319,16.48183962,0.040156006,0.021402109,0,0.013229088,1.94659687,0,0,0,0.369,0,,0.099847881,0.215181
13,049,13049,0,0.000741322,0.001792598,0.920470813,0.000720072,0,0,0.027641033,0.736677034,0,0,0,0,0,,5.882414998,0
13,050,13050,0,2.240577146,0.01119459,1.235964912,0.005064505,0,0,0.003395652,3.825059568,0,0,0,0,0,,0.103130254,0.0300501
13,051,13051,0,1.839491467,0.042363842,9.133176559,0.013849382,1.891514137,0.07587539,0.005397928,3.758534874,0,0,0,0,0,,0.159183009,0.0055395
13,052,13052,0,10.93558509,0.005597295,1.946875483,0.00280828,0.288062245,0,0.020193235,6.100009849,0,0,0,0,0,,7.4450533,0
13,053,13053,0,0.04712328,0.003036441,1.089964983,0.000816081,0,0,0.017966859,0.886457328,0,0,0,0,0,,0.200695518,0
13,054,13054,0,16.98422592,0.004682704,1.927157102,0.001896189,0,0,0.032610987,6.321163828,0,0,0,0,0,,0.25175106,0
13,055,13055,0,10.26719922,0.001134092,0.951307005,0.000624062,0,0,0.021192013,2.131201797,0,0,0,0,0,,0.179567971,0
13,056,13056,0,1.991704822,0.006328968,2.08112829,0.00280828,0.090737751,0.01508269,0.003529634,2.154323868,0,0,0,0,0,,0.090819332,0
13,057,13057,0,6.754059999,0.00252427,0.892781172,0.001032103,0.906144563,0,0.005667517,7.053485278,0,0,0,0,0,,0.593997906,0.00727965
13,058,13058,0,7.528928034,0.003804697,0.978367337,0.001632163,0.476171575,0,0.021347078,1.576732258,0,0,0,0,0,,0.133220022,0
13,059,13059,0,11.83035879,0.003877865,2.07294726,0.001512151,0,0,0.017116138,4.438240661,0,0,0,0,0,,0.382055933,0
13,060,13060,0,0.111429717,0.00252427,1.048220751,0.000552055,0,0,0.023763989,0.785324396,0,0,0,0,0,,0.138865898,0
13,061,13061,0,4.900706015,0.017596725,3.201509925,0.008568855,1.172137179,0,0.01603402,1.080500986,0,0,0,0,0,,0.784177473,0
13,062,13062,0,0.002080585,0.000731673,1.575372791,0.000144014,0,0,0.023409793,0.795280218,0,0,0,0,0,,0.236618819,0
13,063,13063,0,12.60002802,0.019206405,4.734299404,0.007800778,0,0.010135568,0.012040259,5.588041251,0,0,0,0,0,,0.138348224,0.02641275
13,064,13064,0,3.706882423,0.00080484,0.657628988,0.000312031,0,0,0.003087507,2.561414691,0,0,0,0,0,,0.094087146,0
13,065,13065,0,4.066202988,0.002890107,0.612318665,0.001584158,0,0,0.002164739,1.7856878,0,0,0,0,0,,0.045338486,0
13,066,13066,0,1.982403217,0.004280285,0.651335888,0.001656165,0,0,0.003771294,2.40830893,0,0,0,0,0,,1.57381257,0
13,067,13067,0,12.77035673,0.013901779,2.810288853,0.007152714,0,0,0.022631859,9.502770454,0,0,0,0,0,,0.472957399,0
13,068,13068,0,0.019497236,0.001097509,0.85858866,0.000384038,0.053505271,0,0.039394041,0.423126194,0,0,0,0,0,,0.152212166,0
13,069,13069,0,2.185239829,0.029925408,6.787738053,0.012865283,0,0.12111272,0.02691058,3.90429238,0,0,0,0,0,,0.082018884,0.04941315
13,070,13070,0,2.272852882,0.006841139,1.018643179,0.002880287,0,0,0.002833387,2.028788092,0,0,0,0,0,,11.29641785,0.03039615
13,071,13071,0,0.088177257,0.000548754,0.677347369,9.60096E-05,0,0,0.025257642,0.413988176,0,0,0,0,0,,0.092093456,0
13,072,13072,0,2.95977094,0.002304769,0.594697984,0.001248125,0,0,0.001688925,0.495274388,0,0,0,0,0,,0.146226567,0
13,073,13073,0,0.002738897,0.003109608,1.962398464,0.001296129,0,0,0.062836165,0.880343832,0,0,0,0,0,,0.392752361,0
13,074,13074,0,6.191498423,0.011670178,1.425597002,0.007152714,0,0,0.002308294,1.573478551,0,0,0,0,0,,0.0766642,0
13,075,13075,0,2.392715037,0.005414377,0.915016793,0.002328232,0,0,0.000708065,4.926932078,0,0,0,0,0,,0.186102304,0.0019107
13,076,13076,0,15.53669343,0.039802988,6.313028515,0.012073204,0,0,0.022314919,7.517181827,0,0,0,0,0,,0.716633259,0.0437751
13,077,13077,0,9.262150412,0.060216653,8.8097112,0.02165016,0.915982122,0.13234584,0.007263223,9.839889395,0,0,0,0,0,,1.400487313,0.0546687
13,078,13078,0,0.44415987,0.001573096,0.932637474,0.001008101,0,0,0.048722793,1.216624115,0,0,0,0,0,,0.196068812,0
13,079,13079,0,0.000568199,0.000439004,0.485617578,9.60096E-05,0,0,0.015973103,0.447313266,0,0,0,0,0,,0.120368779,0
13,080,13080,0,0.098648553,0.001682847,1.21184136,0.003864386,0,0,0,1.571223457,0,0,0,0,0,,0.18967878,0
13,081,13081,0,0.212492011,0.009658078,2.021134067,0.004992498,0.021096938,0,0.029424716,0.150079812,0,0,0,0,0,,0.04765831,0
13,082,13082,0,3.20871562,0.006109466,1.045493741,0.003576357,0,0,0.001574242,3.997258681,0,0,0,0,0,,0.417351581,0
13,083,13083,0,10.57586679,0.006402135,2.625481472,0.002640263,0,0,0.020441485,9.496910396,0,0,0,0,0,,0.963711582,0
13,084,13084,0,4.606789665,0.010023914,2.259223031,0.003840383,0.010892891,0,0.035714691,0.497793446,0,0,0,0,0,,0.055984764,0
14,001,14001,0,0,0.003716333,0.276842115,0.0059611,0,1.5228,0.027795839,10.31785726,0,0,0,0,0,0,0.879416339,0
14,002,14002,0,0,0.007714961,0.209616228,0.005044007,0,0.0216,0.007286193,4.468154855,0,0,0,0,0,0.577102159,0.260013018,0
14,003,14003,0,0.006707104,0.007870318,0.287113315,0.0022457,1.607714432,0.108,0.004242322,12.38033338,0,0,0,0,0,0.359974614,0.597206013,0
14,004,14004,0,0,0.001097839,0.308843431,0.000188121,0.048636888,0,0.002050479,0.660781645,0,0,0,0,0,0.459967563,0.204556123,0
14,005,14005,0,0,0.003634737,0.259143455,0.002951156,1.112998286,0.0216,0.005462473,1.044994521,0,0,0,0,0,0.251410842,0.242847517,0
14,006,14006,0,0.002135402,0.01941988,1.60949278,0.008541891,10.98717239,0.1404,0.00786817,18.58220289,0,0,0,0,0,0,1.261713175,0
14,007,14007,0,0.017153004,0.002247603,0.654656072,0.000940607,0.400999106,0.0864,0.006021294,5.272892212,0,0,0,0,0,0.297121904,0.661134506,0
14,008,14008,0,0,0.020109738,0.679151389,0.028911921,0,0.1836,0.059465044,8.900888143,0,0,0,0,0,0,1.230042838,0
14,009,14009,0,0.000112283,0.004791918,0.517959767,0.003621339,2.418907946,0.2808,0.006174857,3.394691918,0,0,0,0,0,0.719949228,0.230999158,0
14,010,14010,0,0,0.001394552,0.161129185,0.000699577,0.071269022,0,0.0107055,1.108091499,0,0,0,0,0,0,1.407950555,0
14,011,14011,0,0,0.000600844,0.526082592,0.000141091,0.092746018,0,0.003455148,2.366665021,0,0,0,0,0,0,0.804456665,0
14,012,14012,0,0,0.001906382,0.576244454,0.000405637,2.960970337,0,0.003453305,3.397470478,0,0,0,0,0,0,0.343496622,0
14,013,14013,0,0,0.012825429,1.015018173,0.016795721,0.187625152,0.108,0.030014351,8.066858366,0,0,0,0,0,0,1.225725921,0
14,014,14014,0,0.00041378,0.001639341,0.633501366,0.001440305,0.955849891,0,0.009054282,1.331004252,0,0,0,0,0,0,0.269132853,0
14,015,14015,0,0.024564107,0.022416683,0.856947264,0.009023953,0.230176255,0.5292,0.008052764,13.10199,0,0,0,0,0,0,0.871357957,0
14,016,14016,0,0.011064455,0.007128535,0.826473926,0.010840501,0.611066063,0,0.014966375,5.856943734,0,0,0,0,0,0,1.055463,0
14,017,14017,0,0,0.003449291,0.650660264,0.001211032,2.551317042,0,0.036818361,1.314896959,0,0,0,0,0,0,1.206242261,0
14,018,14018,0,0.002285439,0.016178288,0.101303885,0.007395526,0,0.1404,0.011219771,16.59178172,0,0,0,0,0,0.51710639,2.00555609,0
14,019,14019,0,0,0.000830797,0.643280804,0.000141091,37.52473551,0,0.082162685,0.966041586,0,0,0,0,0,0,0.096323556,0
14,020,14020,0,0,0.004554548,0.296205339,0.000758365,7.735626894,0,0.038398863,1.111979387,0,0,0,0,0,0,1.96227923,0
14,021,14021,0,0,0.008011257,0.527635588,0.004009339,3.030644607,0,0.01667393,10.18516456,0,0,0,0,0,0,0.470302515,0
14,022,14022,0,0,0.026110763,0.665030502,0.003450854,0.068786143,0.0864,0.035791577,2.260333428,0,0,0,0,0,0,0.778194383,0
14,023,14023,0,0.024002984,0.045923788,0.674434361,0.019394149,0.40799553,0.1836,0.001200909,0.954277271,0,0,0,0,0,0,0.844563845,0
14,024,14024,0,0.001306713,0.010028907,0.560065589,0.004726552,0.122434095,0,0.00824667,8.757363032,0,0,0,0,0,0,0.634612795,0
14,025,14025,0,0,0.007885154,0.315227999,0.003638975,0.449913254,0.1188,0.001702606,3.362816018,0,0,0,0,0,0,0.278353754,0
14,026,14026,0,0,0.001928636,0.181143106,0.001399154,2.354928431,0.0108,0.00156144,2.186609025,0,0,0,0,0,0,0.226078849,0
14,027,14027,0,0,0.000838215,2.51474273,0.000235152,16.98341168,0,0.092572389,4.11815099,0,0,0,0,0,0,1.966571545,0
14,028,14028,0,0,0.000504412,0.210771646,0.000282182,1.578970098,0,0.001434107,0.305909627,0,0,0,0,0,0,0.121500279,0
14,029,14029,0,0,0.002203096,1.239405329,0.000981759,0,0.0108,0.070584037,7.024005385,0,0,0,0,0,0,1.202660587,0
14,030,14030,0,0,0.023395837,0.532802129,0.008089224,0,0,0.004174167,1.195976312,0,0,0,0,0,0,0.199460133,0
14,031,14031,0,0,0.000178028,0.089324931,2.35152E-05,1.219966,0,0.012799339,1.568603878,0,0,0,0,0,0,0.104302285,0
14,032,14032,0,0,0.000801126,0.114627599,0.000405637,0.63833448,0,0.006148475,0.693685374,0,0,0,0,0,0,0.120423417,0
14,033,14033,0,0.004689511,0.004947693,0.304435387,0.004497279,0,0.2376,0.036185098,3.499899491,0,0,0,0,0,0,1.216384644,0
14,034,14034,0,0,0.000333802,0.111732805,0.000117576,0.812781795,0,0.001254233,0.211417426,0,0,0,0,0,0,0.126675984,0
14,035,14035,0,0.00889751,0.011245431,0.824824159,0.009506014,10.66035244,0.3132,0.056005015,33.13208874,0,0,0,0,0,1.299908329,1.959949951,0
14,036,14036,0,0.00288398,0.006542526,0.398833868,0.003139277,2.522269291,0.108,0.009326033,4.520899288,0,0,0,0,0,0.122848479,0.407311332,0
14,037,14037,0,0,0.010718765,0.398453801,0.003586066,0,0.0216,0.000299302,10.33006606,0,0,0,0,0,0,0.39648307,0
14,038,14038,0,0,0.000986571,0.578170363,0.000164606,17.60070841,0,0.028551566,2.046812277,0,0,0,0,0,0,20.96608978,0
14,039,14039,0,0,0.833502096,0.344162537,0.545456205,0.007821238,0.0405,0.316914255,0,0,0,0,105.691,0,0.277123314,0,0.005109579
14,040,14040,0,0,0.001008825,2.866544885,0.000470304,0.700181482,0,0.030886548,1.391172156,0,0,0,0,1.97850545,0.837083825,0.20739769,0
14,041,14041,0,0,0.001876711,0.843787544,0.001111093,1.404783725,0.0324,0.001648282,1.753518887,0,0,0,0,0,0,0.146218157,0
14,042,14042,0,0,0.003567976,0.175680569,0.001293335,4.821334649,0.0108,0.006700938,4.067030515,0,0,0,0,0,0,0.246249944,0
14,043,14043,0,0,0.014798572,0.685466756,0.002498488,5.109310947,0.1296,0.025604415,2.857230251,0,0,0,0,0,0,0.480939369,0
14,044,14044,0,0,0.005257768,0.279455581,0.006436106,18.74025205,0.15984,0.065491671,0.032614702,0,0,0,0,0,0.394257911,0.529640086,0
14,045,14045,0,0,0.003330606,0.799943658,0.001646063,0,0,0.042537867,1.164829217,0,0,0,0,0,0,0.605784145,0
14,046,14046,0,0,0.007677454,0.386486243,0.00776589,0,0,0.013547635,11.30586984,0,0,0,0,0,0,1.334302669,0
14,047,14047,0,0,0.00664274,0.264000779,0.003979945,0,0.1296,0.000987105,5.071867543,0,0,0,0,0,0,0.918744337,0
14,048,14048,0,0,0.003397366,0.475938773,0.005061644,0,0.0324,0.032255359,6.279289913,0,0,0,0,0,0,0.965815024,0
14,049,14049,0,0,0.000385727,0.714861704,9.40607E-05,0,0,0.059259605,5.523257382,0,0,0,0,0,0,0.62932309,0
14,050,14050,0,0.001412436,0.012335852,0.707851974,0.002868853,0.235600242,0.0108,0.008261215,2.274696023,0,0,0,0,0,0,0.54133211,0
14,051,14051,0,0,0.004069795,0.109803279,0.002417045,10.68188118,0,0.011312788,0.011114936,0,0,0,0,0,0,0.343043882,0
14,052,14052,0,0,0.001431641,0.337939296,0.000752486,0,0,0.003836762,1.188788796,0,0,0,0,0,0,0.2606211,0
14,053,14053,0,0.012895779,0.037193001,0.520455567,0.047982737,7.487964866,0.6588,0.141299986,28.89833179,0,0,0,0,0,0.325691318,2.271116114,0
14,054,14054,0,0,0.001372299,1.097358674,0.000352728,0,0.0432,0.000522356,3.715362353,0,0,0,0,0,0,0.237027523,0
14,055,14055,0,0,0.008011257,0.135023212,0.002016427,0.200751778,0.1404,0.007833692,4.358398363,0,0,0,0,0,0.614242397,0.281133418,0
14,056,14056,0,0,0.000326385,1.828442414,7.05456E-05,0,0,0.02885852,0.458089888,0,0,0,0,0,0,0.049528499,0
14,057,14057,0,0,0.001216524,0.425133392,0.000429152,0,0,0.002249523,1.415350809,0,0,0,0,0,0,0.147756929,0
14,058,14058,0,0,0.005392763,0.54258552,0.002222185,26.893734,0.2052,0.018810288,4.837595663,0,0,0,0,0,0,0.563216094,0
14,059,14059,0,0,0.008493416,0.595031859,0.001934124,0.808571195,0,0.018759775,2.006320623,0,0,0,0,0,0,0.409785944,0
14,060,14060,0,0,0.000830797,0.16682868,0.001034668,0,0.0864,0.012553667,0.916856476,0,0,0,0,0,0,0.247523202,0
14,061,14061,0,0,0.00140197,2.822616402,0.000335091,34.83110166,0,0.325392525,1.327354627,0,0,0,0,0,0,0.206933506,0
14,062,14062,0,0,0.001068168,0.227683657,0.000241031,3.347750959,0,0.003482927,2.355044899,0,0,0,0,0,0,0.220951881,0
14,063,14063,0,0,0.033230456,0.598513285,0.036042901,0.88112481,0.432,0.023705834,6.093302138,0,0,0,0,0,0.994215601,1.266317262,0
14,064,14064,0,0,0.007269474,0.54614661,0.002992307,0,0.162,0.100287157,13.37688234,0,0,0,0,0,0,1.106523309,0
14,065,14065,0,0,0.003271263,0.722978623,0.001152244,0,0,0.031071057,4.077825432,0,0,0,0,0,0,0.406579313,0
14,066,14066,0,0.017878483,0.012506446,2.004190003,0.012069169,2.893778479,0.1512,0.079004308,6.352877103,0,0,0,0,0,0.95136148,0.669493485,0
14,067,14067,0,0,0.229237371,1.648305873,0.021469365,0,0.0864,0.036577934,1.154505004,0,0,0,44.983,0,0,25.26294231,0
14,068,14068,0,0,0.002766851,0.878321322,0.000905335,23.49639433,0,0.092244217,2.066398694,0,0,0,0,0,0,3.572309484,0
14,069,14069,0,0,0.000689858,0.371555715,0.000117576,1.019728918,0,0.028947132,2.276963022,0,0,0,0,0,0,0.13952415,0
14,070,14070,0,0,0.03823041,0.142804768,0.083505927,0,20.98757153,0.158338391,0.002002794,0,0,0,0,0,0.317120493,0.409981848,0
14,071,14071,0,0,0.000296713,0.856266184,2.35152E-05,0.276916004,0,0.022513364,0.098028401,0,0,0,0,0,0,0.105277073,0
14,072,14072,0,0,0.001795115,0.097364028,0.001934124,0,0,0.013545379,2.756274087,0,0,0,0,0,0,2.785745575,0
14,073,14073,0,0,0.024174709,0.379920953,0.007660072,0,0,0.100782402,29.25472009,0,0,0,0,0,0,1.606589405,0
14,074,14074,0,0,0.004428445,0.195273269,0.002962913,0,0.0648,0.004096936,1.747236875,0,0,0,0,0,0,0.137909252,0
14,075,14075,0,0,0.001134928,0.083815726,0.000717213,0,0.0432,0.003804852,1.505205056,0,0,0,0,0,0,0.186244797,0
14,076,14076,0,0,0.001008825,0.089799086,0.000258667,0,0,0.013624642,0.46750904,0,0,0,0,0,0,0.038109558,0
14,077,14077,0,0.002890288,0.006742808,0.245807378,0.002627822,0.016693645,0.0324,0.010779026,11.55411047,0,0,0,0,0,0,1.450680033,0
14,078,14078,0,0,0.007529098,0.529464304,0.013979778,0,0,0.032504761,12.43902946,0,0,0,0,0,0,0.683750104,0
14,079,14079,0,0.000328531,0.003553141,0.270510505,0.003092247,2.444828645,0.0108,0.006317502,2.8921122,0,0,0,0,0,0.425684266,0.357420304,0
14,080,14080,0,0,0.001038496,2.829143166,0.00014697,10.73480607,0,0.013752258,1.57320025,0,0,0,0,0,0,0.331520659,0
14,081,14081,0,0,0.00071953,0.60917986,0.000258667,0,0.0108,0.002218182,1.439625128,0,0,0,0,0,0,0.147146526,0
14,082,14082,0,0.00638089,0.011668247,0.157699618,0.005661281,3.720836676,0.1512,0.001729796,1.761491663,0,0,0,0,0,0.325691318,0.380688487,0
14,083,14083,0,0.014284865,0.019872367,0.257004922,0.011257895,32.5359585,0.4644,0.028612735,16.89095526,0,0,0,0,0,0.782801939,0.855179034,0
14,084,14084,0,0,0.004977364,0.572255576,0.002516125,9.457894533,0,0.07453971,11.12297035,0,0,0,0,0,0,0.529277235,0
14,085,14085,0,0,0.009420645,0.474823335,0.003133399,2.962667872,0,0.044801391,2.05359693,0,0,0,0,0,0,0.605502467,0
14,086,14086,0,0,0.00550403,0.854927661,0.002386791,7.06079519,0,0.016791323,1.705235873,0,0,0,0,0,0,0.331587966,0
14,087,14087,0,0,0.003968539,0.960014762,0.001634305,7.951853298,0.0972,0.052828543,2.103419917,0,0,0,0,0,0,0.217331241,0
14,088,14088,0,0,0.004346849,1.243217802,0.001022911,5.177126352,0,0.008887002,1.739103227,0,0,0,0,0,0,0.472161638,0
14,089,14089,0,0,0.00051183,0.69381814,0.000117576,0,0,0.004787342,0.159115098,0,0,0,0,0,0.374259321,0.057357902,0
14,090,14090,0,0,0.001772861,0.201553661,0.000893577,0,0.0648,0.003781929,2.423924651,0,0,0,0,0,0,0.448174897,0
14,091,14091,0,0.000266576,0.009190692,0.823747373,0.005355584,0.310545382,0.1512,0.037383787,22.19402283,0,0,0,0,0,0,3.786710534,0
14,092,14092,0,0.002376689,0.001350045,0.302514553,0.000405637,0,0,0.012473805,2.644709169,0,0,0,0,0,0,0.539354683,0
14,093,14093,0,0,0.039255158,1.08460206,0.038024055,0,0.1188,0.073022528,18.38421747,0,0,0,0,0,0,2.025671995,0
14,094,14094,0,0,0.019219598,0.834706023,0.01108741,18.23313478,0.0972,0.091579612,1.881831035,0,0,0,0,0,0.808514411,0.373612921,0
14,095,14095,0,0,0.002247603,0.681429898,0.000376243,0.110344438,0,0.002006223,5.837956234,0,0,0,0,0,0.322834376,23.21606243,0
14,096,14096,0,0,0.00437652,1.079425811,0.001017032,0,0,0.025536503,1.105769437,0,0,0,0,0,0,8.5448744,0
14,097,14097,0,0,0.102957522,0.150644464,0.05407223,6.026646012,0,0.176009014,0.044749689,0,0,0,0,0,0.917078184,0.885583032,0
14,098,14098,0,0,0.171301756,0.823594914,0.141324057,0,23.9301519,0.350265936,0.008251057,0,0,0,0,0,0.422827325,0.093486783,0
14,099,14099,0,0.018753593,0.001646758,1.639963915,0.000288061,0.054932079,0,0.01572891,1.480268195,0,0,0,0,0,0,0.41812312,0
14,100,14100,0,0,0.008003839,0.977661921,0.001281578,1.237612598,0,0.121782884,4.31132374,0,0,0,0,0,0,2.150671439,0
14,101,14101,0,0,0.113574287,1.754319973,0.068023697,0.002775076,2.515021826,0.329991114,0.004871191,0,0,0,0,0,0,0.186559546,0
14,102,14102,0,0,0.00146873,2.443796487,0.001299214,0,0,0.000478279,0.343204778,0,0,0,0,0,0,0.325114911,0
14,103,14103,0,0.000612218,0.001995396,0.178981654,0.000664304,0,0,0.002414915,3.235062799,0,0,0,0,0,0.297121904,0.288444326,0
14,104,14104,0,0,0.000771454,0.203945742,0.000311576,12.22703394,0,0.005903474,2.81311554,0,0,0,0,0,0,0.272105027,0
14,105,14105,0,0,0.004450698,0.222026918,0.001751881,0,0.162,0.022621988,8.654058517,0,0,0,0,0,0,0.858787975,0
14,106,14106,0,0.011528382,0.000808544,0.313350817,0.000141091,0,0,0.002168621,0.333333388,0,0,0,0,0,0,0.203034355,0
14,107,14107,0,0,0.001261031,0.244656286,0.000258667,1.868190057,0,0.001306909,0.510667575,0,0,0,0,0,0,0.240163855,0
14,108,14108,0,0,0.009791536,0.120312271,0.004797098,3.76303724,0.108,0.009048978,11.42573336,0,0,0,0,0,1.15706126,0.757804609,0
14,109,14109,0,0,0.00263333,0.869850616,0.004420855,0,0,0.033804476,3.176108208,0,0,0,0,0,0.637097928,0.857468494,0
14,110,14110,0,0,0.002744597,0.438148665,0.00126982,0,0.0216,0.002552577,1.87139246,0,0,0,0,0,0,0.56245251,0
14,111,14111,0,0,0.001698683,0.41325111,0.000699577,0,0,0.009466726,5.008861316,0,0,0,0,0,0,0.416947073,0
14,112,14112,0,0,0.002225349,0.038547898,0.001281578,0.142823405,0,0.002509964,0.10250949,0,0,0,0,0,0,0.127615396,0
14,113,14113,0,0.046247765,0.00208441,0.163054421,0.002145761,5.943804756,0,0.010552398,3.429445282,0,0,0,0,0,0,0.83343746,0
14,114,14114,0,0,0.006928254,0.325249591,0.002163397,0,0.1188,0.003601377,9.959889407,0,0,0,0,0,0,0.496390683,0
14,115,14115,0,0,0.001379716,0.305903086,0.000423273,3.069870113,0.0324,0.014950435,2.203554074,0,0,0,0,0,0,0.237105506,0
14,116,14116,0,0.000792751,0.007699708,0.231456983,0.007518981,0,0,0.001971928,7.453760133,0,0,0,0,0,0,0.401426864,0
14,117,14117,0,0,0.001023661,0.806168338,0.000211637,0,0,0.010764689,3.045677393,0,0,0,0,0,0,0.315877637,0
14,118,14118,0,0,0.008248627,0.522290495,0.003609581,0,0.5184,0.032461355,5.095810134,0,0,0,0,0,0,0.662668981,0
14,119,14119,0,0.004361594,0.006371916,0.878554604,0.005537826,0,0.0216,0.031009678,2.430443805,0,0,0,0,0,0.802800529,0.482686096,0
14,120,14120,0,0,0.506990568,4.415198727,0.121992161,76.81511171,22.75997115,0.637974762,0.041228234,0,0,0,0,0,0.719949228,28.87164371,0
14,121,14121,0,0.00088763,0.009457734,0.35207551,0.00478534,1.602304529,0,0.004284373,11.70766302,0,0,0,0,0,0.528534156,0.909011241,0
14,122,14122,0,0,0.001283285,0.837814793,0.000311576,0,0,0.013201576,0.864642707,0,0,0,0,0,0,0.263819332,0
14,123,14123,0,0,0.001550327,0.620861146,0.001328608,0,0.054,0.006661678,6.960989493,0,0,0,0,0,0,0.806567204,0
14,124,14124,0,0,0.018301195,0.403586719,0.018445238,0.649665837,0.626616,0.404233397,0.101656524,0,0,0,0,0,0,1.095210248,0
14,125,14125,0,0,0.003352859,0.958544604,0.008659467,0,2.3976,0.016827223,0,0,0,0,0,0,0,0,0
15,001,15001,0,0.00156324,0.004851758,6.510466585,0.00039806,1.354553267,0,0.790155941,3.734080724,0,0,0,0,0,0,1.164532797,0
15,002,15002,0,0.003171003,0.033301458,0.434334305,0.001443899,0,0.036881045,0.094756761,1.192795374,0,0,0,0,0,0.705571872,0.194061666,0
15,003,15003,0,0,0.003900433,2.830590915,0.000227444,0.349538898,0,0.350726482,3.79965899,0,0,0,0,0,0,1.000838464,0
15,004,15004,0,0.004388252,0.002868611,1.797089321,1.73576E-05,0.31714789,0,0.076740743,0.543461002,0,0,0,0,0,0,0.2090798,0
15,005,15005,0,0.004695303,0.012798847,7.939780621,0.000366116,0.662504948,0.006146841,1.779321461,4.590363682,0,0,0,0,0,0.474507399,1.207991747,0
15,006,15006,0,0,0.003415743,0.099152079,0.000728012,0,0,0.001273992,0.038968233,0,0,0,0,0,0,0.027481765,0
15,007,15007,0,0,0.001683114,3.255574597,1.89355E-05,0.563652838,0,0.113365536,0.904928871,0,0,0,0,0,0,0.29953606,0
15,008,15008,0,0,0.003490631,4.054512887,5.58335E-05,0.246003861,0,0.295871051,0.597426928,0,0,0,0,0,0,0.02204877,0
15,009,15009,0,0,0.013809711,1.086681672,0.000149229,0.684196097,0.012293682,0.040204316,0.857912489,0,0,0,0,0,0.165046052,0.624815452,0
15,010,15010,0,0.000326591,0.009187453,0.209625953,0.000401877,0,0,0.046046362,0.981156236,0,0,0,0,0,0.18980296,0.226547693,0
15,011,15011,0,0.000113888,0.009994514,0.325737304,0.000391759,0,0.012293682,0.085359556,0.773340677,0,0,0,0,0,0,0.250071531,0
15,012,15012,0,0,0.004263565,0.177061292,0.000431339,0,0,0.002616244,0.06473602,0,0,0,0,0,0,0.044139584,0
15,013,15013,0,0,0.121124375,1.197262131,0.005037672,0.028704945,0.012293682,0.005693139,0.015623183,0,0,0,0,0,0,8.192791593,0
15,014,15014,0,0.001408249,0.031254687,3.363847466,0.001911915,2.152647866,0,0.34037587,2.984485458,0,0,0,0,0,0.338344406,1.816966955,0
15,015,15015,0,0,0.00692116,1.998599499,6.33152E-05,0.110577561,0,0.046866406,0.353815993,0,0,0,0,0,0.045387664,0.275757629,0
15,016,15016,0,0,0.004899431,0.464170937,0.000195662,2.747091246,0.006146841,0.0698158,0.395546258,0,0,0,0,0,0.792221049,0.995691097,0
15,017,15017,0,0,0.000668475,0.103310559,1.10457E-05,0.022218575,0,0.006274567,0.579315256,0,0,0,0,0,0.259947532,0.223166758,0
15,018,15018,0,0,0.007899416,0.401966551,0.000328926,0.032609562,0.356516766,0.025703661,1.648031382,0,0,0,0,0,0,0.285218243,0
15,019,15019,0,0,0.028434636,0.276509071,0.00030859,0.028536145,0,0.019617856,0.117715592,0,0,0,0,0,0,0.646418952,0
