GRIDCODE,CVENTMUN,POB URBANA en CELL,POBTOT en MUN,Furb
119358,30130,487,19138,0.025446755
119359,30130,855,19138,0.044675515
120189,16052,0,166308,0
120190,16052,3,166308,1.80388E-05
120191,16052,0,166308,0
120192,16052,2,166308,1.20259E-05
120321,12070,359,4859,0.073883515
120333,20055,13,2017,0.006445216
120334,20055,49,2017,0.024293505
120356,20151,238,247,0.963562753
120358,20552,167,412,0.405339806
120359,20552,4,412,0.009708738
120360,20018,2,316,0.006329114
120361,20548,80,807,0.09913259
120367,20416,506,506,1
120378,20019,674,674,1
120385,20326,117,1843,0.063483451
120386,20326,1726,1843,0.936516549
120425,30130,915,19138,0.047810639
120426,30130,57,19138,0.002978368
121248,16052,542,166308,0.003259013
121249,16052,4,166308,2.40518E-05
121250,16052,313,166308,0.00188205
121251,16052,8,166308,4.81035E-05
121252,16052,0,166308,0
121340,12075,89,36617,0.002430565
121341,12075,789,36617,0.021547369
121380,12070,190,4859,0.039102696
121392,20032,39,328,0.118902439
121393,20032,289,328,0.881097561
121396,20261,114,661,0.172465961
121397,20261,547,661,0.827534039
121403,20568,179,1246,0.143659711
121404,20568,343,1246,0.275280899
121408,20400,0,1581,0
121409,20400,23,1581,0.014547755
121418,20018,129,316,0.408227848
121419,20018,185,316,0.585443038
121420,20548,447,807,0.553903346
121447,20182,1076,1103,0.975521306
121448,20182,27,1103,0.024478694
121461,20417,34,1286,0.026438569
121474,30130,408,19138,0.021318842
121475,30130,1590,19138,0.083080782
121495,30142,17,10398,0.00163493
121496,30142,752,10398,0.0723216
121516,30070,1190,3980,0.298994975
122302,16052,56,166308,0.000336725
122303,16052,1134,166308,0.006818674
122307,16052,405,166308,0.002435241
122308,16052,262,166308,0.00157539
122309,16052,7,166308,4.20906E-05
122310,16052,3,166308,1.80388E-05
122311,12068,0,5956,0
122312,12068,720,5956,0.120886501
122322,12068,508,5956,0.085292142
122457,20165,358,953,0.375655824
122458,20165,9,953,0.009443861
122467,20400,55,1581,0.034788109
122468,20004,32,927,0.034519957
122508,20136,1157,4838,0.239148408
122509,20136,1533,4838,0.316866474
122519,20417,28,1286,0.021772939
122520,20417,1224,1286,0.951788491
122554,30142,82,10398,0.007886132
122555,30142,259,10398,0.024908636
122562,30144,1814,17240,0.105220418
123363,16052,116,166308,0.000697501
123364,16052,0,166308,0
123365,16052,44,166308,0.000264569
123366,16052,343,166308,0.002062438
123367,16052,149,166308,0.000895928
123368,16052,1,166308,6.01294E-06
123516,20165,391,953,0.410283316
123517,20165,195,953,0.204616999
123520,21055,237,1954,0.121289662
123521,21055,1,1954,0.000511771
123527,20004,84,927,0.090614887
123557,20276,6,516,0.011627907
123558,20276,510,516,0.988372093
123567,20136,251,4838,0.051880943
123568,20136,77,4838,0.015915668
124421,16052,896,166308,0.005387594
124422,16052,2672,166308,0.016066575
124423,16052,856,166308,0.005147077
124425,16052,109,166308,0.00065541
124426,16052,116,166308,0.000697501
124427,16052,155,166308,0.000932006
124530,12034,43,23262,0.001848508
124579,21055,47,1954,0.024053224
124585,20476,263,335,0.785074627
124586,20181,274,274,1
124608,20431,11,1620,0.006790123
124609,20431,730,1620,0.450617284
124615,20024,72,962,0.074844075
124616,20024,217,962,0.225571726
124618,20139,268,292,0.917808219
124619,20438,401,852,0.470657277
124622,20098,450,1429,0.314905528
124668,30094,8,18053,0.00044314
124675,30142,887,10398,0.085304866
124676,30142,409,10398,0.039334487
124681,30144,1969,17240,0.114211137
124682,30144,2219,17240,0.128712297
125465,16052,81,166308,0.000487048
125466,16052,55,166308,0.000330712
125481,16052,60,166308,0.000360776
125589,12034,1031,23262,0.044321211
125596,12019,0,6910,0
125597,12019,2,6910,0.000289436
125608,21081,76,1354,0.056129985
125609,21081,138,1354,0.101920236
125614,21011,0,1707,0
125618,21191,8,5249,0.0015241
125641,21135,28,565,0.049557522
125642,21135,3,565,0.005309735
125644,20476,72,335,0.214925373
125674,20024,123,962,0.127858628
125675,20024,550,962,0.571725572
125676,20355,332,510,0.650980392
125678,20438,8,852,0.009389671
125679,20330,983,1030,0.954368932
125680,20098,17,1429,0.011896431
125681,20098,962,1429,0.673198041
125698,20166,3457,3457,1
125734,30142,393,10398,0.03779573
125735,30142,21,10398,0.002019619
125737,30142,1493,10398,0.143585305
125738,30142,88,10398,0.008463166
125740,30144,819,17240,0.0475058
125741,30144,730,17240,0.042343387
125745,30172,32,9655,0.003314345
125746,30172,59,9655,0.006110823
126524,16052,283,166308,0.001701662
126525,16052,717,166308,0.004311278
126634,12035,9,123891,7.26445E-05
126635,12035,59,123891,0.000476225
126655,12019,14,6910,0.002026049
126656,12019,3,6910,0.000434153
126668,21081,5,1354,0.003692762
126674,21198,548,706,0.776203966
126676,21191,434,5249,0.082682416
126677,21191,1383,5249,0.263478758
126735,20355,169,510,0.331372549
126736,20027,438,1877,0.233351092
126737,20027,1439,1877,0.766648908
126738,20330,47,1030,0.045631068
126798,30003,466,57803,0.008061865
126801,30003,95,57803,0.001643513
126802,30116,20,12709,0.001573688
126804,30172,20,9655,0.002071466
126805,30172,31,9655,0.003210772
126829,30061,556,42693,0.013023212
126830,30061,2279,42693,0.053381116
126831,30061,211,42693,0.004942262
127712,12008,558,2842,0.196340605
127733,21198,158,706,0.223796034
127747,21066,52,2195,0.023690205
127761,20340,458,458,1
127765,20373,191,280,0.682142857
127784,20206,451,1464,0.308060109
127785,20206,50,1464,0.034153005
127789,20058,272,976,0.278688525
127790,20058,704,976,0.721311475
127798,20116,2726,2858,0.953813856
127799,20116,132,2858,0.046186144
127843,30094,70,18053,0.003877472
127857,30003,1760,57803,0.030448247
127859,30003,95,57803,0.001643513
127860,30003,1696,57803,0.029341038
127861,30003,543,57803,0.009393976
127862,30145,10,9332,0.001071582
127867,30089,111,32778,0.003386418
127868,30089,25,32778,0.000762707
127869,30048,3064,97606,0.031391513
127870,30199,676,9639,0.070131756
127882,30111,1304,9635,0.135339907
127888,30061,101,42693,0.002365727
127889,30061,8,42693,0.000187384
127890,30061,70,42693,0.001639613
128721,12003,94,15180,0.006192358
128722,12003,950,15180,0.062582345
128726,12054,112,4319,0.025931929
128742,12006,40,7037,0.00568424
128745,12026,117,2319,0.050452781
128746,12026,1,2319,0.00043122
128771,12008,133,2842,0.04679803
128793,21056,762,762,1
128799,21155,57,2624,0.021722561
128806,21066,31,2195,0.014123007
128813,21112,1482,2621,0.565433041
128824,20373,89,280,0.317857143
128843,20206,31,1464,0.021174863
128844,20206,135,1464,0.092213115
128853,20187,57,1212,0.047029703
128854,20187,1155,1212,0.952970297
128866,20232,20,6289,0.003180156
128867,20232,369,6289,0.058673875
128875,20184,1015,108322,0.009370211
128876,20184,0,108322,0
128897,30077,728,26287,0.027694298
128901,30094,27,18053,0.001495596
128902,30094,31,18053,0.001717166
128919,30003,2199,57803,0.038043008
128920,30145,5,9332,0.000535791
128921,30145,6,9332,0.000642949
128925,30089,262,32778,0.007993166
128926,30089,2046,32778,0.062419916
128927,30089,885,32778,0.026999817
128928,30199,137,9639,0.014213093
128929,30048,606,97606,0.006208635
128930,30048,146,97606,0.00149581
128931,30108,53,115495,0.000458894
128932,30108,23,115495,0.000199143
128933,30108,4,115495,3.46335E-05
128941,30111,43,9635,0.004462896
128942,30111,2110,9635,0.218993254
128947,30061,25,42693,0.000585576
128948,30061,130,42693,0.003044996
129780,12003,97,15180,0.006389987
129781,12003,1091,15180,0.071870883
129785,12054,462,4319,0.106969206
129801,12006,0,7037,0
129858,21155,1047,2624,0.399009146
129866,21139,39,1865,0.020911528
129867,21141,82,842,0.097387173
129872,21112,0,2621,0
129902,20244,16,1825,0.008767123
129903,20244,191,1825,0.104657534
129912,20040,14,1620,0.008641975
129921,20134,2825,6174,0.457563978
129925,20232,2018,6289,0.320877723
129926,20232,3881,6289,0.617109238
129933,20184,2,108322,1.84635E-05
129934,20184,303,108322,0.002797216
129935,20184,484,108322,0.00446816
129936,20184,10,108322,9.23174E-05
129956,30077,257,26287,0.009776696
129957,30077,208,26287,0.007912656
129985,30089,0,32778,0
129986,30059,113,7547,0.014972837
129987,30048,992,97606,0.01016331
129988,30048,210,97606,0.002151507
129989,30048,865,97606,0.00886216
129990,30048,789,97606,0.008083519
129991,30108,3437,115495,0.029758864
129992,30108,43,115495,0.00037231
129998,30111,1339,9635,0.138972496
130028,27008,54,61845,0.000873151
130869,12017,552,6654,0.082957619
130870,12017,13,6654,0.001953712
130877,12059,391,9196,0.042518486
130878,12059,730,9196,0.07938234
130925,21139,68,1865,0.036461126
130935,20022,167,379,0.440633245
130936,20022,212,379,0.559366755
130959,20109,288,875,0.329142857
130961,20545,2015,7598,0.265201369
130969,20041,36,12498,0.002880461
130970,20396,76,1701,0.0446796
130971,20040,975,1620,0.601851852
130992,20184,524,108322,0.004837429
130993,20184,6,108322,5.53904E-05
130994,20184,1650,108322,0.015232363
130995,20184,1928,108322,0.017798785
131002,20044,25,31485,0.000794029
131008,30169,7,9875,0.000708861
131009,30169,9,9875,0.000911392
131015,30077,6,26287,0.00022825
131045,30059,1784,7547,0.236385319
131046,30048,41,97606,0.000420056
131047,30048,2097,97606,0.021484335
131048,30048,2308,97606,0.023646087
131049,30048,13,97606,0.000133189
131050,30048,1,97606,1.02453E-05
131051,30108,14,115495,0.000121217
131055,30082,558,10149,0.054980786
131056,30082,344,10149,0.033894965
131057,30111,599,9635,0.062169175
131083,27008,2934,61845,0.047441184
131084,27002,269,160680,0.001674135
131085,27002,2510,160680,0.01562111
131087,27008,2503,61845,0.040472148
131897,12003,1342,15180,0.088405797
131898,12003,119,15180,0.007839262
131928,12017,19,6654,0.002855425
131929,12017,8,6654,0.001202284
131959,21032,92,498,0.184738956
131973,21024,175,561,0.311942959
131974,21024,38,561,0.067736185
131978,21113,46,1321,0.034822104
131986,21003,50,18968,0.002636019
132018,20109,587,875,0.670857143
132019,20545,151,7598,0.019873651
132020,20545,87,7598,0.011450382
132025,20234,8,380,0.021052632
132026,20234,372,380,0.978947368
132027,20249,2650,2650,1
132028,20041,1772,12498,0.141782685
132029,20041,1321,12498,0.105696912
132030,20041,514,12498,0.04112658
132040,20309,486,3504,0.13869863
132052,20184,1376,108322,0.012702867
132053,20184,3622,108322,0.033437344
132054,20184,1444,108322,0.013330625
132057,20184,368,108322,0.003397278
132058,20184,598,108322,0.005520578
132061,20044,983,31485,0.031221216
132062,20044,2262,31485,0.071843735
132065,30169,3,9875,0.000303797
132066,30169,19,9875,0.001924051
132067,30169,2,9875,0.000202532
132068,30169,4,9875,0.000405063
132104,30059,4,7547,0.000530012
132105,30059,25,7547,0.003312575
132108,30108,25,115495,0.00021646
132109,30048,43,97606,0.000440547
132110,30108,9,115495,7.79255E-05
132114,30082,3029,10149,0.29845305
132115,30082,266,10149,0.026209479
132142,27008,224,61845,0.003621958
132143,27002,700,160680,0.004356485
132146,27008,1414,61845,0.022863611
132956,12003,5,15180,0.000329381
132957,12067,855,12419,0.068846123
132987,12017,50,6654,0.007514277
132988,12017,52,6654,0.007814848
132993,12035,11,123891,8.87877E-05
133018,21032,406,498,0.815261044
133032,21024,0,561,0
133036,21059,0,1420,0
133037,21059,639,1420,0.45
133038,21009,13,1210,0.010743802
133039,21009,24,1210,0.019834711
133044,21003,46,18968,0.002425137
133045,21003,1189,18968,0.062684521
133049,21127,15,1163,0.012897678
133057,20459,162,1918,0.084462982
133058,20459,38,1918,0.019812304
133064,21027,415,415,1
133083,20434,765,765,1
133084,20322,41,884,0.04638009
133085,20029,1,811,0.001233046
133086,20029,631,811,0.778051788
133088,20041,34,12498,0.002720435
133089,20041,102,12498,0.008161306
133091,20171,737,1097,0.67183227
133092,20171,0,1097,0
133098,20309,146,3504,0.041666667
133099,20309,1773,3504,0.505993151
133116,20184,84,108322,0.000775466
133117,20184,362,108322,0.003341888
133120,20044,229,31485,0.007273305
133121,20044,824,31485,0.026171193
133122,20044,1,31485,3.17612E-05
133148,30003,12,57803,0.000207602
133172,30206,0,25289,0
133173,30206,97,25289,0.00383566
133174,30206,12,25289,0.000474515
133202,27002,670,160680,0.004169778
133203,27002,1713,160680,0.010660941
133205,27002,3135,160680,0.019510829
133967,16010,63,12900,0.004883721
133968,16010,568,12900,0.044031008
134012,12022,23,9560,0.002405858
134013,12050,51,28404,0.001795522
134014,12003,52,15180,0.00342556
134021,12067,791,12419,0.063692729
134046,12017,6,6654,0.000901713
134047,12017,17,6654,0.002554854
134053,12059,31,9196,0.003371031
134054,12059,3,9196,0.000326229
134097,21009,237,1210,0.195867769
134098,21009,45,1210,0.037190083
134103,21003,0,18968,0
134104,21003,4,18968,0.000210881
134106,21196,242,1156,0.209342561
134107,21196,2,1156,0.001730104
134108,21127,269,1163,0.231298366
134109,21127,0,1163,0
134110,21190,380,911,0.41712404
134111,21190,8,911,0.008781559
134141,20490,312,644,0.48447205
134142,20490,112,644,0.173913043
134143,20228,430,771,0.55771725
134144,20029,4,811,0.004932182
134145,20029,175,811,0.215782984
134172,30045,580,40968,0.014157391
134174,30119,1531,4659,0.32861129
134175,30119,0,4659,0
134206,30003,1,57803,1.73001E-05
134207,30003,684,57803,0.011833296
134230,30039,20,296838,6.73768E-05
134231,30206,20,25289,0.000790858
134232,30039,4830,296838,0.016271502
134233,30039,3580,296838,0.01206045
134234,30039,0,296838,0
134245,27008,212,61845,0.003427925
134264,27002,1074,160680,0.006684093
135026,16010,57,12900,0.004418605
135027,16010,35,12900,0.002713178
135032,12016,13,1473,0.008825526
135033,12016,506,1473,0.343516633
135069,12022,12,9560,0.00125523
135071,12022,7,9560,0.000732218
135072,12050,17,28404,0.000598507
135083,12007,23,18685,0.001230934
135084,12007,125,18685,0.006689858
135112,12059,350,9196,0.038060026
135113,12059,55,9196,0.005980861
135117,12034,22,23262,0.000945748
135118,12034,7,23262,0.00030092
135165,21196,377,1156,0.326124567
135169,21190,26,911,0.028540066
135200,20490,166,644,0.257763975
135201,20490,54,644,0.083850932
135202,20228,341,771,0.44228275
135203,20354,380,380,1
135205,20406,312,1642,0.19001218
135230,30207,146,23373,0.006246524
135231,30045,211,40968,0.005150361
135232,30045,49,40968,0.001196055
135233,30119,1179,4659,0.253058596
135234,30119,109,4659,0.023395578
135263,30073,47,12398,0.003790934
135264,30073,7,12398,0.000564607
135265,30073,108,12398,0.008711082
135287,30039,2110,296838,0.007108254
135288,30039,538,296838,0.001812436
135289,30039,1480,296838,0.004985885
135290,30039,0,296838,0
135291,30039,0,296838,0
135292,30039,1,296838,3.36884E-06
135293,30039,0,296838,0
135299,30204,42,39449,0.001064666
135300,30204,64,39449,0.001622348
135303,27008,2292,61845,0.037060393
135304,27008,0,61845,0
135318,27002,1693,160680,0.01053647
135322,27002,57,160680,0.000354742
135323,27002,71,160680,0.000441872
136072,16010,93,12900,0.007209302
136092,12016,53,1473,0.035980991
136127,12022,1,9560,0.000104603
136128,12022,66,9560,0.006903766
136129,12050,29,28404,0.001020983
136130,12050,8,28404,0.00028165
136142,12007,422,18685,0.022584961
136143,12007,938,18685,0.050200696
136169,12035,698,123891,0.005633985
136170,12035,541,123891,0.004366742
136171,12035,10,123891,8.07161E-05
136172,12059,3,9196,0.000326229
136176,12034,1843,23262,0.079227925
136177,12034,75,23262,0.003224142
136201,21047,588,14344,0.04099275
136202,21047,241,14344,0.01680145
136220,21003,19,18968,0.001001687
136221,21003,112,18968,0.005904682
136252,21035,5,10399,0.000480815
136253,21035,0,10399,0
136264,20406,1330,1642,0.80998782
136270,20169,57,805,0.070807453
136271,20169,748,805,0.929192547
136279,20278,182,6566,0.02771855
136288,30207,257,23373,0.010995593
136289,30207,318,23373,0.013605442
136290,30207,164,23373,0.007016643
136295,30176,1,4006,0.000249626
136322,30073,467,12398,0.037667366
136323,30073,303,12398,0.024439426
136330,30149,1508,18898,0.079796804
136331,30149,690,18898,0.0365118
136336,30104,3160,9228,0.342436064
136344,30039,14,296838,4.71638E-05
136345,30039,4,296838,1.34754E-05
136346,30039,2396,296838,0.008071743
136347,30039,0,296838,0
136348,30039,861,296838,0.002900572
136349,30039,0,296838,0
136350,30039,0,296838,0
136351,30039,0,296838,0
136358,30204,168,39449,0.004258663
136359,30204,949,39449,0.024056377
136360,30204,255,39449,0.006464042
136362,27008,848,61845,0.013711699
136363,27008,83,61845,0.001342065
136374,27002,738,160680,0.00459298
136379,27002,672,160680,0.004182226
136380,27002,56,160680,0.000348519
136382,27002,14,160680,8.71297E-05
137130,16010,29,12900,0.002248062
137131,16010,922,12900,0.071472868
137187,12050,6,28404,0.000211238
137188,12050,2680,28404,0.094352908
137189,12050,955,28404,0.033622025
137201,12007,117,18685,0.006261707
137216,12058,9,23549,0.000382182
137217,12058,36,23549,0.001528727
137227,12035,900,123891,0.00726445
137228,12035,1126,123891,0.009088634
137229,12035,6,123891,4.84297E-05
137230,12035,34,123891,0.000274435
137252,21087,1419,7022,0.20207918
137253,21087,191,7022,0.027200228
137260,21047,8,14344,0.000557724
137261,21047,507,14344,0.035345789
137262,21047,33,14344,0.002300613
137272,21157,21,5456,0.003848974
137273,21157,250,5456,0.045821114
137307,21129,14,8016,0.001746507
137311,21035,39,10399,0.003750361
137312,21035,257,10399,0.024713915
137315,21217,86,9129,0.009420528
137316,21217,644,9129,0.070544419
137317,21036,254,1108,0.229241877
137318,21036,477,1108,0.430505415
137338,20278,1662,6566,0.253122144
137339,20278,295,6566,0.044928419
137347,30207,602,23373,0.025756214
137348,30207,1626,23373,0.06956745
137354,30045,265,40968,0.006468463
137355,30045,487,40968,0.011887327
137356,30190,1068,2130,0.501408451
137389,30149,903,18898,0.047782834
137390,30149,176,18898,0.009313155
137403,30039,16,296838,5.39015E-05
137404,30039,291,296838,0.000980333
137408,30039,84,296838,0.000282983
137409,30039,1392,296838,0.004689427
137410,30039,1471,296838,0.004955565
137411,30039,283,296838,0.000953382
137417,30204,1,39449,2.53492E-05
137418,30204,298,39449,0.007554057
137419,30204,364,39449,0.009227103
137433,27002,1841,160680,0.011457555
137438,27002,2140,160680,0.013318397
137439,27002,9,160680,5.60119E-05
137440,27002,181,160680,0.001126463
137441,27002,1784,160680,0.011102813
138247,12050,920,28404,0.032389804
138248,16077,258,7464,0.034565916
138275,12058,694,23549,0.029470466
138276,12058,13,23549,0.00055204
138285,12035,0,123891,0
138286,12035,353,123891,0.002849279
138287,12035,7,123891,5.65013E-05
138288,12035,2303,123891,0.018588921
138291,12034,13,23262,0.000558851
138292,12034,1,23262,4.29886E-05
138317,21073,35,7793,0.00449121
138331,21157,702,5456,0.128665689
138332,21157,6,5456,0.001099707
138359,21209,944,2700,0.34962963
138360,21209,916,2700,0.339259259
138363,21124,36,12149,0.002963207
138364,21124,33,12149,0.002716273
138367,21214,137,15592,0.008786557
138370,21035,5,10399,0.000480815
138371,21035,531,10399,0.051062602
138374,21217,690,9129,0.075583306
138375,21217,1072,9129,0.117427977
138376,21217,528,9129,0.05783766
138411,30045,54,40968,0.001318102
138412,30045,16,40968,0.000390549
138413,30045,537,40968,0.013107791
138414,30045,644,40968,0.015719586
138442,30073,183,12398,0.014760445
138449,30149,1557,18898,0.082389671
138450,30149,51,18898,0.002698698
138451,30149,916,18898,0.048470738
138452,30104,949,9228,0.102839185
138453,30104,163,9228,0.017663632
138477,30204,799,39449,0.020253999
138485,27002,2478,160680,0.015421957
138486,27002,113,160680,0.000703261
138495,27002,312,160680,0.001941748
139312,12064,4,4067,0.000983526
139313,12064,0,4067,0
139327,12031,8,1618,0.004944376
139375,21073,19,7793,0.002438085
139376,21073,1215,7793,0.155909149
139418,21209,107,2700,0.03962963
139419,21209,127,2700,0.047037037
139423,21124,826,12149,0.067989135
139426,21214,442,15592,0.028347871
139427,21214,22,15592,0.00141098
139434,21217,256,9129,0.028042502
139435,21217,293,9129,0.03209552
139470,30045,21,40968,0.000512595
139476,30054,60,4133,0.0145173
139501,30073,785,12398,0.063316664
139508,30149,304,18898,0.016086358
139509,30149,411,18898,0.021748333
139510,30149,47,18898,0.002487036
139514,30209,135,8159,0.016546145
139544,27002,1,160680,6.22355E-06
139554,27002,2235,160680,0.013909634
139556,27002,3352,160680,0.020861339
139559,27002,4257,160680,0.026493652
140386,12031,13,1618,0.008034611
140458,21147,0,4105,0
140465,21037,48,1296,0.037037037
140468,21018,5,957,0.00522466
140483,21013,47,18217,0.002580008
140484,21010,197,28031,0.007027933
140485,21010,120,28031,0.004280975
140486,21010,9,28031,0.000321073
140492,21217,1134,9129,0.12421952
140493,21217,1056,9129,0.11567532
140535,30054,742,4133,0.179530607
140568,30149,748,18898,0.039580908
140575,30122,1355,8434,0.160659236
140576,30122,14,8434,0.001659948
141413,12073,23,3254,0.007068224
141427,12027,1127,4895,0.230234934
141428,12027,12,4895,0.002451481
141467,12015,8,7131,0.001121862
141468,12015,259,7131,0.036320292
141469,12015,258,7131,0.036180059
141491,21073,235,7793,0.030155268
141492,21073,71,7793,0.00911074
141493,21047,1658,14344,0.115588399
141494,21047,98,14344,0.006832125
141517,21147,1345,4105,0.327649208
141518,21147,47,4105,0.011449452
141523,21037,85,1296,0.06558642
141524,21037,453,1296,0.349537037
141527,21018,35,957,0.036572623
141528,21018,9,957,0.009404389
141542,21013,3,18217,0.000164681
141543,21010,345,28031,0.012307802
141544,21010,1060,28031,0.037815276
141551,21217,381,9129,0.04173513
141552,21217,495,9129,0.054222806
141582,30207,25,23373,0.00106961
141583,30207,35,23373,0.001497454
141595,30045,246,40968,0.006004687
142472,12073,540,3254,0.1659496
142486,12027,291,4895,0.059448417
142514,12037,1,2502,0.00039968
142521,12055,10,70930,0.000140984
142524,12055,1,70930,1.40984E-05
142527,12015,877,7131,0.122984154
142528,12015,11,7131,0.001542561
142532,17017,10,51408,0.000194522
142549,21160,808,1502,0.537949401
142550,21073,2429,7793,0.311689978
142551,21073,316,7793,0.040549211
142552,21047,89,14344,0.006204685
142553,21047,228,14344,0.015895148
142583,21082,67,4922,0.013612353
142597,21156,242,260665,0.000928395
142598,21156,56,260665,0.000214835
142599,21156,865,260665,0.003318436
142617,21145,1659,1659,1
142654,30045,128,40968,0.00312439
142655,30045,0,40968,0
142656,30208,1507,17989,0.083773417
142657,30208,100,17989,0.005558953
142722,27002,459,160680,0.002856609
142730,27002,1030,160680,0.006410256
143482,16096,519,2801,0.185290968
143569,12047,73,711,0.102672293
143570,12047,192,711,0.270042194
143573,12037,904,2502,0.361310951
143580,12055,2,70930,2.81968E-05
143583,12055,158,70930,0.002227548
143591,17017,17,51408,0.000330688
143609,17003,1388,25392,0.054662886
143610,17003,44,25392,0.001732829
143612,21051,0,20677,0
143613,21051,535,20677,0.02587416
143614,21051,463,20677,0.02239203
143629,21042,420,1287,0.326340326
143630,21042,227,1287,0.176379176
143641,21082,301,4922,0.061154002
143642,21082,1577,4922,0.320398212
143656,21156,63,260665,0.00024169
143657,21156,3703,260665,0.014205973
143658,21156,1327,260665,0.005090825
143693,30174,8,47824,0.00016728
143714,30045,43,40968,0.0010496
143715,30208,38,17989,0.002112402
143734,30141,40,78466,0.000509775
143781,27002,81,160680,0.000504108
143782,27002,2567,160680,0.015975853
144638,12055,3,70930,4.22952E-05
144639,12055,105,70930,0.001480333
144650,17012,4,48089,8.31791E-05
144665,17019,1282,18502,0.069289807
144666,17019,1067,18502,0.057669441
144668,17003,611,25392,0.024062697
144669,17003,31,25392,0.001220857
144673,21051,157,20677,0.007592978
144674,21051,1603,20677,0.077525753
144675,21051,917,20677,0.044348793
144688,21042,320,1287,0.248640249
144689,21042,33,1287,0.025641026
144711,21161,69,11603,0.005946738
144712,21161,69,11603,0.005946738
144714,21156,1003,260665,0.003847851
144715,21156,1663,260665,0.006379836
144716,21156,1581,260665,0.006065256
144717,21156,2025,260665,0.007768592
144720,21120,1,2242,0.00044603
144725,21195,45,6422,0.007007163
144726,21195,3467,6422,0.539862971
144752,30174,42,47824,0.00087822
144753,30174,2,47824,0.00004182
144774,30012,108,1251,0.086330935
144775,30012,525,1251,0.419664269
144793,30141,1872,78466,0.023857467
144794,30141,8,78466,0.000101955
145656,16077,169,7464,0.022642015
145672,15105,12,3294,0.003642987
145673,15105,1004,3294,0.3047966
145697,12055,9,70930,0.000126886
145698,12055,151,70930,0.002128859
145699,12055,57,70930,0.000803609
145709,17012,334,48089,0.006945455
145710,17012,72,48089,0.001497224
145726,17003,106,25392,0.004174543
145727,17003,184,25392,0.007246377
145728,17003,3214,25392,0.126575299
145732,21051,2,20677,9.67258E-05
145733,21051,51,20677,0.002466509
145734,21021,1107,1123,0.985752449
145735,21021,16,1123,0.014247551
145736,21085,8,59310,0.000134885
145769,21156,276,260665,0.00105883
145770,21156,782,260665,0.003000019
145771,21161,141,11603,0.01215203
145774,21156,731,260665,0.002804366
145775,21149,1977,17080,0.115749415
145776,21156,21,260665,8.05632E-05
145778,21120,210,2242,0.093666369
145779,21120,1430,2242,0.637823372
145790,21061,526,1823,0.288535381
145791,21061,1155,1823,0.633571037
145811,30174,86,47824,0.00179826
145812,30174,30,47824,0.0006273
145830,30084,77,1858,0.041442411
145833,30012,347,1251,0.277378098
145834,30012,27,1251,0.021582734
145851,30141,79,78466,0.001006805
145852,30141,13,78466,0.000165677
145853,30141,1363,78466,0.017370581
145855,30032,947,27615,0.034292957
145856,30032,6,27615,0.000217273
146619,16008,1186,1740,0.681609195
146620,16008,554,1740,0.318390805
146711,16038,5,21864,0.000228686
146715,16077,487,7464,0.065246517
146731,15105,5,3294,0.001517911
146732,15105,558,3294,0.169398907
146756,12055,80,70930,0.001127873
146757,12055,103,70930,0.001452136
146758,12055,59,70930,0.000831806
146759,12055,12,70930,0.000169181
146764,17001,35,8373,0.004180103
146765,17001,145,8373,0.017317568
146768,17012,447,48089,0.009295265
146771,17012,27,48089,0.000561459
146772,17012,2,48089,4.15896E-05
146783,17019,73,18502,0.003945519
146785,17003,493,25392,0.019415564
146786,17003,1486,25392,0.058522369
146795,21085,1287,59310,0.021699545
146796,21085,1125,59310,0.018968134
146797,21085,1569,59310,0.026454224
146803,21007,33,1026,0.032163743
146804,21007,323,1026,0.314814815
146820,21092,174,1794,0.096989967
146821,21092,854,1794,0.476031215
146828,21156,826,260665,0.003168818
146829,21156,496,260665,0.001902825
146830,21156,1149,260665,0.004407957
146831,21156,1198,260665,0.004595937
146832,21149,190,17080,0.011124122
146833,21149,942,17080,0.055152225
146837,21120,71,2242,0.031668153
146838,21120,530,2242,0.236396075
146841,21195,175,6422,0.027250078
146846,30159,1884,1884,1
146850,21061,142,1823,0.077893582
146864,20002,1239,16418,0.075465952
146865,20002,598,16418,0.036423438
146867,20002,50,16418,0.003045438
146903,30143,1521,21571,0.070511335
146904,30143,2648,21571,0.122757406
146907,30143,264,21571,0.012238654
146908,30143,2967,21571,0.137545779
146910,30141,131,78466,0.001669513
146911,30141,85,78466,0.001083272
146912,30141,6,78466,7.64662E-05
146914,30032,22,27615,0.000796668
147769,16038,126,21864,0.005762898
147770,16038,0,21864,0
147771,16038,0,21864,0
147794,15105,572,3294,0.173649059
147817,12055,1629,70930,0.022966305
147818,12055,0,70930,0
147823,17001,705,8373,0.084199212
147824,17001,1532,8373,0.182969067
147825,17001,274,8373,0.032724233
147826,17017,43,51408,0.000836446
147827,17012,88,48089,0.00182994
147828,17012,191,48089,0.003971802
147829,17012,1617,48089,0.033625153
147830,17012,235,48089,0.004886772
147831,17012,829,48089,0.01723887
147837,17004,5,48393,0.000103321
147842,17019,424,18502,0.022916441
147844,17013,24,11305,0.002122954
147845,17013,540,11305,0.047766475
147852,21176,1122,2759,0.406669083
147853,21176,85,2759,0.030808264
147854,21085,361,59310,0.006086663
147855,21085,932,59310,0.015714045
147856,21085,19,59310,0.000320351
147862,21007,2,1026,0.001949318
147863,21007,19,1026,0.018518519
147866,21031,2,2243,0.000891663
