GRIDCODE,CVENTMUN,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
35672,20439,132072.0248,1839.64597
35673,20439,132072.0248,6599.075865
35674,20324,119476.0184,5296.037317
35675,20324,119476.0184,1273.997553
36731,20439,132072.0248,8505.836292
36734,20324,119476.0184,6772.03683
36742,20413,226584.7384,1961.445248
36743,20413,226584.7384,2421.943885
37783,20439,132072.0248,2151.897547
37784,20439,132072.0248,6136.904164
37785,20439,132072.0248,6049.734939
37786,20439,132072.0248,5062.292285
37787,20439,132072.0248,6055.295917
37788,20439,132072.0248,6093.436521
37789,20439,132072.0248,6298.053099
37790,20439,132072.0248,584.1251264
37791,20439,132072.0248,1632.479292
37793,20324,119476.0184,5100.53976
37794,20324,119476.0184,4233.671859
37795,20324,119476.0184,5587.75842
37796,20324,119476.0184,2084.987478
37801,20413,226584.7384,6859.767288
38839,20439,132072.0248,1302.398368
38840,20439,132072.0248,8164.107277
38841,20439,132072.0248,6001.023714
38842,20439,132072.0248,3974.160832
38843,20439,132072.0248,7081.134574
38845,20439,132072.0248,1532.572966
38850,20439,132072.0248,1499.861362
38851,20324,119476.0184,1913.377892
38852,20324,119476.0184,5309.734583
38853,20324,119476.0184,2075.038409
38854,20324,119476.0184,850.7404597
38855,20324,119476.0184,5674.641102
38856,20324,119476.0184,6506.229368
38857,20413,226584.7384,110.6525649
38858,20413,226584.7384,4795.480804
38860,20413,226584.7384,9427.919589
39895,20401,100577.8702,5557.891314
39896,20401,100577.8702,6813.244442
39897,20401,100577.8702,6197.130356
39898,20401,100577.8702,1192.181205
39902,20439,132072.0248,7852.87373
39912,20324,119476.0184,6388.83668
39917,20413,226584.7384,2060.154814
39918,20413,226584.7384,6924.508555
39919,20413,226584.7384,4282.564456
39923,20413,226584.7384,267.8112744
39924,20413,226584.7384,1546.715431
40951,20401,100577.8702,6062.465529
40952,20401,100577.8702,6200.766864
40953,20401,100577.8702,6195.678413
40954,20401,100577.8702,707.9999432
40957,20401,100577.8702,6799.594984
40961,20439,132072.0248,2894.542557
40962,20439,132072.0248,5094.478226
40971,20324,119476.0184,6308.822274
40976,20413,226584.7384,2058.532468
40977,20413,226584.7384,7087.104161
40978,20413,226584.7384,2304.251797
40979,20413,226584.7384,6329.718116
40980,20413,226584.7384,736.8573079
40981,20413,226584.7384,6608.761755
40982,20413,226584.7384,621.904959
40983,20413,226584.7384,3094.549344
40984,20413,226584.7384,19011.37811
40985,20413,226584.7384,3241.78306
42008,20401,100577.8702,754.2156024
42009,20401,100577.8702,2545.215165
42010,20401,100577.8702,977.5224794
42016,20401,100577.8702,5794.642812
42017,20401,100577.8702,546.6509266
42021,20439,132072.0248,3438.032589
42022,20509,5890.779614,5193.388845
42029,20324,119476.0184,177.4701068
42030,20324,119476.0184,6317.559716
42035,20413,226584.7384,7216.74724
42038,20413,226584.7384,6562.99733
42042,20413,226584.7384,3487.613174
42043,20413,226584.7384,7223.693493
42044,20413,226584.7384,2257.698666
42045,20266,109116.1132,2324.978744
43065,20318,103895.9781,623.6167286
43066,20318,103895.9781,6573.702477
43067,20401,100577.8702,3051.677387
43069,20401,100577.8702,6426.395765
43070,20401,100577.8702,4984.852155
43088,20324,119476.0184,1633.319418
43089,20324,119476.0184,4598.741759
43094,20413,226584.7384,1079.397809
43097,20413,226584.7384,7395.41125
43103,20266,109116.1132,3457.762756
43104,20266,109116.1132,4395.81961
43105,20266,109116.1132,2802.337077
44124,20318,103895.9781,7051.337082
44125,20318,103895.9781,6035.929347
44126,20318,103895.9781,1159.056565
44129,20401,100577.8702,3785.630714
44130,20401,100577.8702,6450.521502
44146,20012,32243.02168,69.4679272
44147,20324,119476.0184,991.6963691
44152,20324,119476.0184,505.3656324
44153,20413,226584.7384,2647.556666
44155,20266,109116.1132,534.7462522
44156,20413,226584.7384,4900.907018
44164,20307,110558.456,1117.047559
44165,20307,110558.456,7353.924185
44166,20307,110558.456,1030.404412
45182,20318,103895.9781,7402.214482
45183,20318,103895.9781,2695.855375
45184,20318,103895.9781,6230.584672
45185,20318,103895.9781,629.1131902
45205,20071,34146.39211,2306.160836
45206,20071,34146.39211,3631.232125
45211,20324,119476.0184,244.0697779
45213,20413,226584.7384,774.2012228
45214,20413,226584.7384,152.7532245
45215,20266,109116.1132,4198.011736
45216,20266,109116.1132,6730.854995
45217,20266,109116.1132,2997.849246
45222,20266,109116.1132,6338.992649
45223,20266,109116.1132,500.21572
45225,20307,110558.456,5491.382717
45226,20307,110558.456,6125.957039
45227,20307,110558.456,5622.494795
46232,20334,235050.1015,4527.933446
46233,20334,235050.1015,6213.990407
46234,20334,235050.1015,6788.186298
46235,20334,235050.1015,6198.694563
46236,20334,235050.1015,6721.700076
46237,20334,235050.1015,7895.596612
46238,20334,235050.1015,6467.154149
46239,20334,235050.1015,4497.937864
46240,20318,103895.9781,6806.641757
46241,20318,103895.9781,428.0387392
46243,20318,103895.9781,6790.812364
46264,20071,34146.39211,1677.894809
46265,20071,34146.39211,515.9524575
46267,20071,34146.39211,1234.783348
46272,20413,226584.7384,305.3226825
46273,20413,226584.7384,5766.98165
46276,20266,109116.1132,1508.709582
46277,20266,109116.1132,7113.810294
46278,20266,109116.1132,1503.266632
46281,20266,109116.1132,7037.945281
46286,20307,110558.456,1710.022889
46287,20307,110558.456,7931.434606
46288,20307,110558.456,776.5851453
47286,20334,235050.1015,7336.446499
47287,20334,235050.1015,8.140914104
47290,20334,235050.1015,5302.307892
47291,20334,235050.1015,3050.854195
47302,20318,103895.9781,4803.888292
47303,20318,103895.9781,1170.251356
47304,20318,103895.9781,6428.79508
47305,20318,103895.9781,6593.754529
47306,20318,103895.9781,1111.103112
47324,20071,34146.39211,1581.213665
47325,20071,34146.39211,210.0778485
47326,20071,34146.39211,2188.613886
47332,20413,226584.7384,4976.831152
47337,20266,109116.1132,6312.100163
47338,20266,109116.1132,5611.447036
47339,20266,109116.1132,6797.725097
47340,20266,109116.1132,3645.526667
47343,20307,110558.456,530.2893151
47347,20307,110558.456,1685.940358
47348,20307,110558.456,6444.716142
47349,20307,110558.456,6834.386714
47350,20307,110558.456,1554.957109
47426,7097,440323.7413,761.341222
48344,20334,235050.1015,5431.551279
48345,20334,235050.1015,6599.042523
48346,20334,235050.1015,6120.354138
48347,20334,235050.1015,6154.468944
48348,20334,235050.1015,1791.637456
48349,20334,235050.1015,570.190722
48361,20318,103895.9781,3061.785822
48362,20318,103895.9781,1540.744796
48381,20012,32243.02168,6599.955268
48382,20012,32243.02168,7818.810726
48383,20012,32243.02168,3749.84132
48397,20266,109116.1132,6361.535141
48409,20307,110558.456,5769.806076
48410,20307,110558.456,4454.624582
48483,7097,440323.7413,949.6948122
48484,7097,440323.7413,1063.218381
48485,7097,440323.7413,2685.505504
49402,20334,235050.1015,8687.890722
49403,20334,235050.1015,1901.092661
49407,20334,235050.1015,1393.351783
49408,20334,235050.1015,6410.616813
49421,20153,49219.5487,11361.44457
49437,20085,34994.95952,5295.764744
49438,20085,34994.95952,1545.637292
49440,20012,32243.02168,536.1033631
49456,20266,109116.1132,2712.63423
49457,20266,109116.1132,3085.079208
49469,20307,110558.456,7146.732607
49470,20453,40276.94634,1484.123224
49471,20453,40276.94634,1690.797624
49472,20453,40276.94634,6323.240115
49473,20453,40276.94634,6284.564257
49474,20453,40276.94634,6170.345505
49475,20453,40276.94634,7906.805704
49476,20453,40276.94634,3788.7743
49541,7097,440323.7413,5447.159948
49542,7097,440323.7413,6130.443431
50458,20334,235050.1015,3916.386589
50459,20334,235050.1015,4081.658671
50460,20334,235050.1015,6931.221544
50461,20334,235050.1015,345.6990073
50467,20334,235050.1015,6323.136232
50468,20334,235050.1015,481.4030593
50479,20153,49219.5487,7964.370432
50480,20153,49219.5487,2235.196411
50482,20159,221744.7006,940.9828671
50483,20159,221744.7006,6411.583873
50497,20085,34994.95952,8451.824591
50499,20254,89716.36823,1309.686451
50500,20254,89716.36823,228.3982781
50501,20306,29610.78501,4728.985203
50516,20266,109116.1132,6327.486602
50528,20307,110558.456,1725.616796
50529,20453,40276.94634,279.4765087
50530,20453,40276.94634,308.1451464
50535,20453,40276.94634,433.0822673
50536,20515,225058.8409,7306.615148
50537,20515,225058.8409,7065.122096
50538,20515,225058.8409,685.3109729
50598,7097,440323.7413,3724.582115
50599,7097,440323.7413,6895.800933
50600,7097,440323.7413,1543.175589
51516,20334,235050.1015,2436.237193
51517,20334,235050.1015,2230.977038
51518,20334,235050.1015,1998.683635
51519,20334,235050.1015,3130.63991
51520,20334,235050.1015,1992.810559
51527,20334,235050.1015,1790.542089
51536,20526,21618.42399,7258.6724
51537,20526,21618.42399,1790.827167
51538,20153,49219.5487,9142.676356
51539,20153,49219.5487,657.8659159
51541,20159,221744.7006,703.3700868
51542,20159,221744.7006,10903.62225
51543,20159,221744.7006,2876.147142
51549,20113,8323.037165,8323.037165
51550,20366,26936.90463,3829.414826
51556,20254,89716.36823,1163.978436
51557,20254,89716.36823,1914.940943
51559,20254,89716.36823,1047.628087
51560,20279,34948.19235,19.87936726
51589,20307,110558.456,2755.094564
51597,20515,225058.8409,6814.728704
51598,20515,225058.8409,2261.961109
51655,7097,440323.7413,2087.505815
51656,7097,440323.7413,1865.387309
51657,7097,440323.7413,3220.547846
52574,20334,235050.1015,4022.141385
52575,20334,235050.1015,2412.426802
52578,20334,235050.1015,3805.816905
52579,20334,235050.1015,176.7820057
52586,20364,66282.54877,4215.402262
52587,20364,66282.54877,5856.126082
52595,20526,21618.42399,1626.048002
52598,20153,49219.5487,3951.498448
52602,20159,221744.7006,10231.46772
52609,20366,26936.90463,7105.579001
52610,20366,26936.90463,1324.98813
52616,20254,89716.36823,8563.834507
52618,20279,34948.19235,2199.790042
52619,20279,34948.19235,14878.71692
52621,20236,7286.300883,2289.078417
52622,20236,7286.300883,4916.344457
52657,20515,225058.8409,7765.021966
52715,7097,440323.7413,6757.4792
52717,7097,440323.7413,1208.994834
52721,7097,440323.7413,2753.302167
53624,20414,38982.79559,729.0980929
53625,20414,38982.79559,4968.836052
53632,20467,143552.1342,3975.972139
53633,20334,235050.1015,6198.25576
53638,20334,235050.1015,1873.535166
53639,20334,235050.1015,5462.449532
53646,20364,66282.54877,5021.385761
53652,20526,21618.42399,3598.290428
53653,20433,11323.37287,7571.563399
53654,20526,21618.42399,1403.369136
53656,20202,47048.63719,305.5492018
53657,20159,221744.7006,3104.704463
53658,20159,221744.7006,7250.661565
53659,20159,221744.7006,1627.149677
53661,20159,221744.7006,1843.141273
53662,20159,221744.7006,8541.253841
53668,20291,59000.28499,1223.588667
53675,20254,89716.36823,2231.773789
53676,20254,89716.36823,8198.294432
53677,20254,89716.36823,3019.934389
53678,20254,89716.36823,2593.541275
53681,20424,24926.96577,4468.471477
53682,20424,24926.96577,3078.421677
53716,20515,225058.8409,7279.947979
53773,7097,440323.7413,2859.405539
53774,7097,440323.7413,55.11594747
53775,7097,440323.7413,5344.25099
53776,7097,440323.7413,10656.45292
53779,7097,440323.7413,15657.45696
53780,7097,440323.7413,2268.280361
54683,20482,141308.3265,4980.709233
54684,20414,38982.79559,3452.046635
54685,20414,38982.79559,3407.766696
54691,20467,143552.1342,7301.77047
54698,20334,235050.1015,4660.258093
54699,20334,235050.1015,6510.930138
54711,20526,21618.42399,405.8358596
54713,20202,47048.63719,230.4048832
54714,20202,47048.63719,6204.144028
54715,20202,47048.63719,1829.296282
54718,20159,221744.7006,11077.20426
54721,20159,221744.7006,4130.459344
54722,20159,221744.7006,7924.990678
54727,20291,59000.28499,13959.71653
54736,20254,89716.36823,11455.17083
54737,20254,89716.36823,10952.92908
54738,20254,89716.36823,1696.097345
54740,20424,24926.96577,345.7860081
54741,20424,24926.96577,2713.223125
54742,20512,3064.920931,984.434801
54743,20512,3064.920931,259.3490691
54775,20515,225058.8409,4713.650623
54776,20515,225058.8409,2643.12525
54777,20515,225058.8409,6203.875353
54778,20515,225058.8409,5135.822512
54831,7097,440323.7413,4224.727832
54832,7097,440323.7413,3385.037512
54834,7097,440323.7413,1773.943253
54836,7097,440323.7413,235.9711959
54837,7097,440323.7413,15973.75564
54838,7097,440323.7413,721.9802036
55741,20482,141308.3265,3670.368309
55742,20482,141308.3265,3948.267283
55744,20414,38982.79559,6211.818198
55749,20467,143552.1342,1282.726776
55750,20467,143552.1342,3092.316741
55751,20467,143552.1342,2990.153873
55758,20334,235050.1015,7460.216325
55766,20364,66282.54877,1410.405842
55772,20202,47048.63719,3037.592827
55773,20202,47048.63719,5871.613212
55777,20159,221744.7006,2465.049017
55778,20159,221744.7006,14548.74418
55779,20159,221744.7006,11903.21617
55780,20159,221744.7006,2759.819918
55781,20159,221744.7006,15167.70227
55782,20159,221744.7006,2283.001445
55783,20344,32825.09498,652.8449232
55784,20291,59000.28499,3441.900061
55785,20291,59000.28499,11293.95463
55786,20291,59000.28499,3321.702858
55791,20391,16169.1478,1312.330111
55794,20254,89716.36823,4218.688159
55795,20254,89716.36823,3592.31719
55796,20347,34073.43256,352.570058
55799,20347,34073.43256,1679.159593
55800,20424,24926.96577,191.9145333
55837,20515,225058.8409,7647.045221
55838,20515,225058.8409,2593.889434
55889,7097,440323.7413,3048.909443
55890,7097,440323.7413,5182.739299
55891,7097,440323.7413,226.1646778
55893,7097,440323.7413,925.3773848
55894,7097,440323.7413,1572.412693
55895,7097,440323.7413,13824.46263
56799,20482,141308.3265,644.5771343
56800,20482,141308.3265,6927.660036
56803,20414,38982.79559,6503.437242
56807,20467,143552.1342,5530.828212
56808,20467,143552.1342,4736.507956
56810,20467,143552.1342,3598.004787
56811,20467,143552.1342,8250.708162
56812,20467,143552.1342,6556.518386
56813,20467,143552.1342,6297.791907
56814,20467,143552.1342,7515.021571
56817,20334,235050.1015,7096.538736
56825,20364,66282.54877,254.7035417
56826,20364,66282.54877,177.0515757
56827,20497,496.3608444,496.3609151
56829,20202,47048.63719,286.8356311
56830,20202,47048.63719,2479.485667
56831,20202,47048.63719,2776.253526
56836,20159,221744.7006,4609.492166
56837,20159,221744.7006,13368.42891
56838,20159,221744.7006,1864.812355
56839,20159,221744.7006,12286.09532
56840,20159,221744.7006,6043.197554
56841,20344,32825.09498,297.2037213
56842,20344,32825.09498,4524.974892
56843,20291,59000.28499,8066.410879
56844,20291,59000.28499,7390.48311
56850,20391,16169.1478,10212.25424
56852,20095,33703.19053,1878.2997
56853,20254,89716.36823,352.9848485
56854,20254,89716.36823,433.520221
56855,20347,34073.43256,3531.182345
56856,20347,34073.43256,9927.253427
56857,20347,34073.43256,5727.841655
56858,20347,34073.43256,3257.096448
56876,20125,107114.5216,5821.282601
56877,20125,107114.5216,8537.514017
56878,20125,107114.5216,2371.741881
56879,20410,103286.6292,627.5715549
56897,20079,56207.07171,2757.31278
56898,20079,56207.07171,1419.355928
56950,7097,440323.7413,6410.94844
56951,7097,440323.7413,6435.003424
56952,7097,440323.7413,691.5131723
56953,7097,440323.7413,46.94724815
57858,20482,141308.3265,6640.028008
57862,20414,38982.79559,7008.336153
57863,20414,38982.79559,27.08808263
57865,20467,143552.1342,2730.402821
57866,20467,143552.1342,7129.999739
57873,20467,143552.1342,352.7000419
57874,20467,143552.1342,184.062686
57875,20543,18793.71128,3295.984248
57876,20334,235050.1015,2472.483484
57881,20272,16749.54126,1339.667109
57882,20272,16749.54126,6306.454495
57883,20272,16749.54126,6912.345037
57884,20364,66282.54877,1605.968353
57885,20364,66282.54877,391.4290555
57886,20364,66282.54877,3933.567208
57887,20364,66282.54877,3855.806164
57888,20364,66282.54877,953.4982488
57889,20202,47048.63719,4209.010745
57890,20202,47048.63719,1144.811472
57894,20159,221744.7006,3902.313573
57895,20159,221744.7006,6785.116747
57896,20159,221744.7006,347.7372769
57899,20159,221744.7006,5938.099373
57900,20159,221744.7006,2387.205852
57902,20291,59000.28499,3072.45946
57903,20291,59000.28499,265.0163125
57904,20059,165401.2803,11377.41417
57905,20059,165401.2803,5809.517931
57908,20391,16169.1478,745.4678183
57909,20391,16169.1478,3899.096972
57912,20095,33703.19053,4606.181732
57937,20125,107114.5216,2669.514014
57938,20008,38326.2506,1162.90972
57939,20008,38326.2506,1135.465134
57957,20079,56207.07171,6301.330672
57958,20079,56207.07171,6228.890947
57959,20079,56207.07171,4229.763259
58010,7097,440323.7413,2984.496517
58011,7097,440323.7413,2048.809164
58012,7097,440323.7413,3862.959152
58013,7097,440323.7413,4942.323434
58898,12023,152406.7523,252.5175487
58908,20482,141308.3265,2874.526268
58909,20482,141308.3265,1008.176488
58916,20482,141308.3265,3788.953866
58917,20482,141308.3265,5455.239757
58921,20414,38982.79559,4709.309994
58922,20090,44913.95066,711.5506089
58923,20467,143552.1342,3045.191178
58924,20467,143552.1342,5009.272936
58925,20467,143552.1342,7134.685964
58934,20543,18793.71128,6363.469472
58941,20213,17084.6221,2652.714196
58942,20213,17084.6221,10253.40677
58943,20213,17084.6221,301.8268045
58948,20364,66282.54877,690.2616549
58949,20314,21364.72724,1101.913255
58953,20159,221744.7006,6977.582754
58963,20059,165401.2803,2599.933753
58964,20059,165401.2803,1024.53147
58965,20059,165401.2803,6204.656796
58968,20533,28597.63615,7845.709472
58969,20533,28597.63615,6140.902341
58970,20059,165401.2803,676.4239284
58971,20059,165401.2803,3142.318635
58989,20410,103286.6292,778.0901767
58997,20008,38326.2506,3840.434058
58998,20008,38326.2506,2480.642412
59018,20079,56207.07171,3730.262242
59019,20079,56207.07171,5800.297468
59021,20248,45625.91778,674.4775501
59068,7097,440323.7413,11360.53223
59069,7097,440323.7413,3785.680535
59072,7097,440323.7413,7861.662033
59957,12023,152406.7523,7215.252699
59961,20485,6743.160611,1445.372551
59964,20507,6449.814022,2998.034273
59965,20507,6449.814022,3008.635622
59966,20482,141308.3265,2586.861944
59967,20482,141308.3265,264.9169787
59968,20482,141308.3265,5128.020242
59969,20482,141308.3265,5140.445594
59975,20482,141308.3265,2840.925344
59976,20482,141308.3265,6773.907885
59977,20482,141308.3265,8214.305083
59978,20482,141308.3265,1095.456578
59979,20090,44913.95066,4996.755549
59980,20090,44913.95066,1818.367505
59981,20090,44913.95066,6206.361606
59982,20367,20548.34166,3628.638607
59983,20367,20548.34166,4734.853974
59984,20467,143552.1342,5067.254477
59985,20489,14248.20905,4225.523722
59986,20489,14248.20905,2754.747207
59993,20543,18793.71128,903.7727271
60001,20213,17084.6221,3811.723307
60008,20314,21364.72724,5570.795359
60009,20314,21364.72724,263.9122119
60024,20059,165401.2803,4213.947341
60025,20059,165401.2803,1004.060065
60027,20533,28597.63615,108.8997955
60028,20059,165401.2803,104.2377186
60029,20059,165401.2803,5390.856876
60030,20059,165401.2803,1909.292695
60035,20126,38867.40408,5368.490907
60036,20126,38867.40408,3109.931645
60037,20209,12327.99997,4091.154812
60038,20209,12327.99997,2747.909815
60047,20428,13363.78265,9977.112315
60048,20410,103286.6292,135.848296
60049,20410,103286.6292,6630.204863
60050,20410,103286.6292,3183.149511
60051,20410,103286.6292,6707.63494
60057,20052,123021.0149,6901.506509
60058,20052,123021.0149,2388.021987
60077,20079,56207.07171,2176.407905
60078,20079,56207.07171,5337.929773
60079,20308,10085.31855,472.6205121
60080,20248,45625.91778,6774.304149
60081,20248,45625.91778,6051.865373
60082,20248,45625.91778,6038.95239
60083,20248,45625.91778,6143.006149
60084,20248,45625.91778,6252.715713
60085,20248,45625.91778,2344.973089
60086,20248,45625.91778,6156.073069
60087,20043,246013.9585,6048.380284
60088,20043,246013.9585,6042.252266
60089,20043,246013.9585,6048.273104
60090,20043,246013.9585,6031.509037
60118,7009,103484.1026,2513.167366
60126,7097,440323.7413,9167.566274
60127,7097,440323.7413,6920.796651
60131,7097,440323.7413,278.8970524
60132,7097,440323.7413,6689.092463
60133,7097,440323.7413,4475.340325
61016,12023,152406.7523,2461.949507
61017,12023,152406.7523,9447.405974
61018,12023,152406.7523,3297.038778
61020,20485,6743.160611,3066.745486
61027,20168,19110.02611,5740.529371
61028,20482,141308.3265,1231.774917
61029,20482,141308.3265,10083.43453
61030,20482,141308.3265,3081.39461
61033,20482,141308.3265,6404.01287
61034,20482,141308.3265,865.3737763
61037,20090,44913.95066,199.7311416
61038,20090,44913.95066,1326.359772
61039,20090,44913.95066,1589.548298
61040,20090,44913.95066,5830.128922
61042,20082,17754.30414,381.2113539
61044,20489,14248.20905,1040.850373
61045,20467,143552.1342,3271.460209
61067,20314,21364.72724,270.9472932
61068,20314,21364.72724,4175.94163
61069,20314,21364.72724,3940.368348
61070,20159,221744.7006,5951.599736
61080,20059,165401.2803,8480.207639
61081,20353,15451.62502,2305.260317
61083,20384,14550.39595,538.5897081
61084,20362,16236.28763,1893.680512
61085,20059,165401.2803,1711.191201
61086,20059,165401.2803,3096.463898
61087,20059,165401.2803,2709.106897
61088,20059,165401.2803,2432.834557
61089,20059,165401.2803,1800.738129
61093,20126,38867.40408,5691.96932
61094,20126,38867.40408,4111.060664
61095,20126,38867.40408,4459.428452
61096,20209,12327.99997,3279.870026
61106,20428,13363.78265,368.183135
61110,20410,103286.6292,3009.173785
61111,20125,107114.5216,1181.548011
61112,20410,103286.6292,1552.978448
61113,20410,103286.6292,201.2280024
61117,20052,123021.0149,5493.145802
61122,20282,28255.7994,4363.889379
61123,20282,28255.7994,5217.874258
61124,20282,28255.7994,3527.642886
61135,20079,56207.07171,867.3022171
61136,20079,56207.07171,820.713964
61138,20308,10085.31855,404.6000589
61171,20327,103899.9893,3827.04712
61177,7009,103484.1026,6271.294839
61184,7097,440323.7413,5020.497579
61185,7097,440323.7413,11009.28363
62077,12023,152406.7523,3682.681531
62078,12023,152406.7523,6342.590855
62079,12023,152406.7523,1390.947238
62085,20402,28971.72712,1096.78713
62086,20168,19110.02611,3644.375792
62089,20482,141308.3265,3901.021014
62090,20482,141308.3265,6564.141469
62091,20482,141308.3265,6784.223816
62092,20482,141308.3265,554.4878303
62093,20482,141308.3265,3435.441167
62099,20090,44913.95066,3927.113964
62101,20082,17754.30414,56.60190771
62102,20082,17754.30414,8159.120895
62104,20467,143552.1342,6659.689069
62125,20277,201648.5424,4305.293921
62126,20277,201648.5424,7770.524538
62127,20314,21364.72724,3200.021589
62128,20314,21364.72724,609.4433722
62140,20353,15451.62502,5531.177285
62141,20353,15451.62502,1949.802017
62143,20384,14550.39595,3071.173594
62144,20059,165401.2803,789.0072467
62145,20059,165401.2803,835.48103
62146,20059,165401.2803,3867.373624
62147,20059,165401.2803,3622.132702
62148,20059,165401.2803,3591.116698
62149,20154,5861.68245,4275.527468
62150,20059,165401.2803,4652.266819
62151,20059,165401.2803,2232.947564
62152,20126,38867.40408,1650.482158
62156,20074,5149.67717,2126.406318
62157,20074,5149.67717,3023.270852
62158,20361,31188.95166,7390.906254
62159,20361,31188.95166,9888.216948
62172,20410,103286.6292,7659.453761
62173,20410,103286.6292,1670.683839
62176,20008,38326.2506,5255.823417
62177,20008,38326.2506,2616.129539
62182,20282,28255.7994,1913.730358
62183,20282,28255.7994,6702.578104
62194,20515,225058.8409,6384.910019
62195,20124,66994.4285,1046.173117
62196,20124,66994.4285,5919.886714
62216,20141,39243.13422,3686.805876
62219,20141,39243.13422,44.33068721
62220,20141,39243.13422,802.2872559
62230,20025,20778.64595,493.7558259
62235,20327,103899.9893,1851.369613
62236,7009,103484.1026,346.5919118
62237,7009,103484.1026,7979.726757
62238,7009,103484.1026,1688.371258
62239,7009,103484.1026,6664.808784
62240,7009,103484.1026,6145.945732
62241,7009,103484.1026,4161.045131
62242,7009,103484.1026,342.5247874
62243,7009,103484.1026,15363.02899
63135,12023,152406.7523,1172.849391
63136,12023,152406.7523,1325.433114
63138,12023,152406.7523,1162.850052
63139,12023,152406.7523,6992.644164
63143,20402,28971.72712,4555.371917
63144,20402,28971.72712,2356.658421
63150,20285,37629.94613,5185.577795
63151,20482,141308.3265,475.0407807
63152,20285,37629.94613,1395.525915
63158,20225,12908.5219,265.028259
63159,20225,12908.5219,5969.282399
63161,20082,17754.30414,2935.546115
63163,20467,143552.1342,4783.625347
63182,20277,201648.5424,4254.987665
63183,20277,201648.5424,6207.272542
63184,20277,201648.5424,3491.80161
63186,20277,201648.5424,626.689544
63187,20277,201648.5424,5109.20003
63200,20384,14550.39595,4960.221366
63201,20059,165401.2803,525.4625264
63202,20059,165401.2803,2065.874616
63203,20059,165401.2803,1236.102509
63204,20059,165401.2803,1106.192455
63206,20538,6289.796632,349.5947862
63207,20235,16004.36978,2585.278033
63210,20126,38867.40408,4194.580817
63211,20146,16308.45467,6439.117482
63212,20146,16308.45467,3158.133069
63218,20361,31188.95166,1044.95713
63219,20125,107114.5216,3779.278109
63220,20125,107114.5216,4963.0958
63232,20410,103286.6292,6473.658328
63236,20052,123021.0149,3973.951416
63237,20052,123021.0149,418.1753332
63242,20282,28255.7994,1010.147542
63243,20052,123021.0149,183.9722341
63244,20515,225058.8409,4237.228247
63252,20515,225058.8409,656.4442449
63253,20515,225058.8409,4750.92493
63254,20124,66994.4285,1120.075872
63255,20124,66994.4285,405.3613375
63256,20124,66994.4285,6597.973188
63257,20043,246013.9585,2700.594773
63258,20043,246013.9585,28.41226368
63275,20141,39243.13422,7323.913542
63278,20141,39243.13422,2595.25338
63289,20025,20778.64595,7848.643321
63292,20327,103899.9893,4002.974924
63293,20327,103899.9893,6672.409986
63294,20327,103899.9893,2552.030447
63297,7009,103484.1026,5865.426666
63300,7009,103484.1026,2159.285454
63301,7009,103484.1026,574.8138572
64195,12023,152406.7523,6122.718982
64198,12023,152406.7523,5191.435359
64199,12023,152406.7523,2871.384422
64200,12023,152406.7523,5950.90777
64201,20402,28971.72712,6405.093715
64202,20402,28971.72712,1686.156509
64203,20402,28971.72712,1515.532744
64209,20285,37629.94613,6196.254612
64211,20285,37629.94613,3458.801196
64212,20312,26703.75369,6943.487361
64213,20070,11747.41091,3045.414287
64214,20070,11747.41091,1590.506127
64218,20225,12908.5219,2141.94524
64222,20467,143552.1342,7042.795918
64223,20467,143552.1342,3388.074446
64241,20477,5625.496353,5206.924975
64246,20277,201648.5424,6213.430036
64254,20534,10175.02927,2818.122106
64255,20534,10175.02927,6742.917539
64256,20534,10175.02927,613.9897766
64259,20351,6757.081014,858.341401
64260,20059,165401.2803,2727.087291
64261,20059,165401.2803,3807.277614
64266,20235,16004.36978,1428.175406
64267,20235,16004.36978,6419.525633
64268,20126,38867.40408,2051.232127
64269,20126,38867.40408,2788.622345
64271,20170,27864.74628,253.8278792
64272,20146,16308.45467,251.6129682
64273,20170,27864.74628,1372.650642
64277,20125,107114.5216,2347.263625
64291,20410,103286.6292,8520.112048
64296,20052,123021.0149,9671.406629
64297,20052,123021.0149,652.8828829
64303,20515,225058.8409,4116.830249
64304,20515,225058.8409,6254.298878
64305,20515,225058.8409,6079.113163
64306,20515,225058.8409,7553.459603
64307,20515,225058.8409,3182.179103
64308,20515,225058.8409,6668.807288
64309,20515,225058.8409,6118.186204
64310,20515,225058.8409,6120.881845
64311,20515,225058.8409,5388.463826
64312,20515,225058.8409,1636.144245
64313,20515,225058.8409,875.0199721
64317,20124,66994.4285,5762.306461
64329,20130,30799.95119,918.9004696
64334,20141,39243.13422,217.0866164
64335,20141,39243.13422,8531.126138
64336,20141,39243.13422,2400.291002
64337,20143,24893.84964,1395.170273
64338,20141,39243.13422,1374.340534
64348,20025,20778.64595,696.3419354
64349,20025,20778.64595,2376.167271
64350,20327,103899.9893,7352.846478
64351,20327,103899.9893,2673.143448
64360,7009,103484.1026,6937.511571
65254,12023,152406.7523,1070.347137
65255,12023,152406.7523,3149.988551
65256,12023,152406.7523,1764.98612
65257,12023,152406.7523,37.34792996
65258,12023,152406.7523,3555.882369
65261,20474,13411.84001,337.6663843
65262,20474,13411.84001,1613.756444
